"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2012";"Réalisation.2013";"Prévision.2014.PAP.2014";"Prévision.2014.PAP.2015";"Réalisation.2014";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12211";"P308.5.2";"Efficience de la gestion immobilière";"Contribuable";"";"X";"21036";"Ratio SUN / effectifs administratifs du Défenseur des droits";"";"";"SSI Documenté";"%";"20";"20,57";"19";"21,1";"20,8";"2015";"19";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12211";"P308.5.2";"Efficience de la gestion immobilière";"Contribuable";"";"X";"21037";"Ratio SUN / effectifs administratifs du CSA";"";"";"SSI Documenté";"%";"12";"12";"12";"12";"12";"2015";"12";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12211";"P308.5.2";"Efficience de la gestion immobilière";"Contribuable";"";"X";"21038";"Ratio SUN / effectifs administratifs de la CNIL";"";"";"SSI Documenté";"%";"ND";"10,89";"10,89";"10,89";"9,72";"2015";"10,89";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12212";"P308.5.3";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"20333";"Ratio d'efficience de la gestion des ressources humaines du Défenseur des droits";"";"";"SSI Documenté";"%";"3,2";"3,2";"3,41";"3,55";"3,55";"2015";"3";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12212";"P308.5.3";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"18161";"Ratio d'efficience de la gestion des ressources humaines du CSA";"";"";"SSI Documenté";"%";"1,9";"2,24";"2,31";"2,5";"2,47";"2015";"2,36";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12212";"P308.5.3";"Ratio d'efficience de la gestion des ressources humaines";"Contribuable";"";"X";"18162";"Ratio d'efficience de la gestion des ressources humaines de la CNIL";"";"";"SSI Documenté";"%";"2,26";"2,02";"2,06";"2,35";"1,98";"2015";"2.00";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12213";"P308.5.4";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"Citoyen";"";"X";"20334";"Part de l'effectif du Défenseur des droits bénéficiaire de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"";"";"SSI Documenté";"%";"6,3";"6,2";"6,5";"5,15";"6,16";"2015";"7";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12213";"P308.5.4";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"Citoyen";"";"X";"18165";"Part de l'effectif du CSA bénéficiaire de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"";"";"SSI Documenté";"%";"3,53";"3,85";"5";"3,9";"3,9";"2015";"6";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P308";"Protection des droits et libertés";"11043";"P308.5";"Optimiser la gestion des fonctions support";"12213";"P308.5.4";"Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"Citoyen";"";"X";"18166";"Part de l'effectif de la CNIL bénéficiaire de l'obligation d'emploi prévue par la loi n°87-517 du 10 juillet 1987";"";"";"SSI Documenté";"%";"2,09";"3,46";"3,85";"3,74";"3,3";"2015";"4,76";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11227";"P333.1";"Optimiser les dépenses de fonctionnement";"12401";"P333.1.1";"Ratio d'efficience bureautique";"Contribuable";"";"X";"18491";"Ratio d'efficience bureautique";"";"";"SSI Documenté";"€/poste";"269";"344";"263";"258";"277";"2015";"255";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11227";"P333.1";"Optimiser les dépenses de fonctionnement";"12401";"P333.1.1";"Ratio d'efficience bureautique";"Contribuable";"";"X";"18492";"Nombre de postes bureautiques";"";"";"SSI Documenté";"Nombre de postes";"41900";"40425";"35400";"39414";"40080";"2015";"34338";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11227";"P333.1";"Optimiser les dépenses de fonctionnement";"12402";"P333.1.2";"Dépenses de fonctionnement par agent";"Contribuable";"";"";"18531";"Dépenses de fonctionnement par agent";"";"";"SSI Documenté";"€";"3089";"3278";"3121";"3084";"3136";"2015";"3120";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11227";"P333.1";"Optimiser les dépenses de fonctionnement";"12402";"P333.1.2";"Dépenses de fonctionnement par agent";"Contribuable";"";"";"18532";"Nombre d'agents";"";"";"SSI Documenté";"Nb";"32658";"31140";"30090";"30538";"29906";"2015";"29190";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11247";"P333.2";"Améliorer l'efficience de la gestion immobilière des services déconcentrés de l'Etat";"12441";"P333.2.1";"Optimisation de l'occupation de l'immobilier de bureau";"Contribuable";"";"X";"19551";"Ratio SUN / ETPT";"";"";"SSI Documenté";"m² / poste";"19,8";"21,1";"21,5";"19,12";"21,3";"2015";"21,7";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11247";"P333.2";"Améliorer l'efficience de la gestion immobilière des services déconcentrés de l'Etat";"12441";"P333.2.1";"Optimisation de l'occupation de l'immobilier de bureau";"Contribuable";"";"X";"21039";"Ratio entretien courant / SUN";"";"";"SSI Documenté";"€/m²";"19,5";"20,9";"18,7";"16,9";"20,4";"2015";"18,5";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P333";"Moyens mutualisés des administrations déconcentrées";"11620";"P333.3";"Assurer la parité des emplois de direction départementale interministérielle et de secrétaires généraux aux affaires régionales";"13226";"P333.3.1";"Taux de féminisation des postes de direction";"Citoyen";"";"";"22015";"Taux de féminisation des postes de direction";"(nouveau)";"";"SSI Documenté";"%";"29";"28";"30";"30";"36";"2015";"31";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P401";"Transition numérique de l'État et modernisation de l'action publique";"11826";"P401.1";"Innover, mutualiser et simplifier pour améliorer la qualité des services publics";"13636";"P401.1.1";"Évolution du taux de satisfaction des usagers et des agents";"Citoyen";"";"";"22403";"Proportion de projets ayant généré une augmentation de la satisfaction des usagers de plus de 15 %";"(nouveau)";"";"SSI Documenté";"%";"";"";"non applicable";"";"0";"2017";"50";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P401";"Transition numérique de l'État et modernisation de l'action publique";"11826";"P401.1";"Innover, mutualiser et simplifier pour améliorer la qualité des services publics";"13636";"P401.1.1";"Évolution du taux de satisfaction des usagers et des agents";"Citoyen";"";"";"22404";"Proportion de projets ayant généré une augmentation de la satisfaction des agents de plus de 15 %";"(nouveau)";"";"SSI Documenté";"%";"";"";"non applicable";"";"0";"2017";"50";"MIN12";"Services du Premier ministre"
"Budget général";"Direction de l'action du Gouvernement";"P401";"Transition numérique de l'État et modernisation de l'action publique";"11826";"P401.1";"Innover, mutualiser et simplifier pour améliorer la qualité des services publics";"13913";"P401.1.2";"Valeur actualisée nette consolidée des projets financés";"Citoyen";"";"";"22695";"Evolution de la valeur actualisée nette consolidée par rapport à la cible";"(nouveau)";"";"SSI Documenté";"M€";"";"";"non applicable";"";"0";"2017";"300";"MIN12";"Services du Premier ministre"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"839";"P203.1";"Réaliser au meilleur coût les projets de desserte planifiés et moderniser efficacement les réseaux de transports";"2936";"P203.1.1";"Ecart entre les réalisations et les prévisions de coûts pour les opérations mises en service";"Contribuable";"";"";"8360";"Evolution des coûts de construction des opérations ferroviaires, fluviales et portuaires par rapport aux prévisions";"";"";"SSI Documenté";"%";"-0,4";"0,2";"-2,5";"2";"5";"2015";"<0,0";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"839";"P203.1";"Réaliser au meilleur coût les projets de desserte planifiés et moderniser efficacement les réseaux de transports";"2936";"P203.1.1";"Ecart entre les réalisations et les prévisions de coûts pour les opérations mises en service";"Contribuable";"";"";"8324";"Evolution des coûts de construction des opérations routières (sur le réseau non concédé) par rapport aux prévisions";"";"";"SSI Documenté";"%";"-10,8";"-11,4";"10,6";"8,7";"9";"2015";"<0,0";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"839";"P203.1";"Réaliser au meilleur coût les projets de desserte planifiés et moderniser efficacement les réseaux de transports";"2937";"P203.1.2";"Intérêt socio-économique des opérations";"Contribuable";"";"";"8424";"Intérêt socio-économique des opérations ferroviaires, fluviales et portuaires";"";"";"SSI Documenté";"€ / € public investi";"2,4";"0,9";"0,9";"-0,3";"-0,3";"2015";">1,3";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"839";"P203.1";"Réaliser au meilleur coût les projets de desserte planifiés et moderniser efficacement les réseaux de transports";"2937";"P203.1.2";"Intérêt socio-économique des opérations";"Contribuable";"";"";"7416";"Intérêt socio-économique des opérations routières";"";"";"SSI Documenté";"€ / € public investi";"3,7";"1,9";"5,1";"3,9";"3,9";"2015";">3,0";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"839";"P203.1";"Réaliser au meilleur coût les projets de desserte planifiés et moderniser efficacement les réseaux de transports";"822";"P203.1.3";"Coût kilométrique de construction des opérations routières mises en service";"Contribuable";"";"";"822";"Coût kilométrique des opérations routières mises en service sur le réseau non concédé";"";"";"SSI Documenté";"M€ 2006";"5,5";"4,3";"5,3";"SO";"4,3";"2015";"<6,0";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"2938";"P203.2.1";"Coût des opérations de régénération et d'entretien du réseau ferré";"Contribuable";"";"";"8453";"Coût kilométrique moyen des opérations de régénération";"";"";"SSI Documenté";"k€ courants par km";"1112";"1075";"1150";"1179";"1161";"2015";"<1250";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"2938";"P203.2.1";"Coût des opérations de régénération et d'entretien du réseau ferré";"Contribuable";"";"";"7938";"Coût kilométrique moyen des opérations d'entretien";"";"";"SSI Documenté";"k€ courants par km";"44,1";"45,1";"44,7";"44,6";"45,8";"2015";"<47,2";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11300";"P203.2.2";"Etat des ouvrages routiers et ferroviaires";"Usager";"";"";"13034";"Etat des structures de chaussées sur le réseau routier non concédé (pourcentage en surface de chaussées dont la note est satisfaisante)";"";"";"SSI Documenté";"%";"85";"84,5";"84";"84";"83,8";"2015";">84";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11300";"P203.2.2";"Etat des ouvrages routiers et ferroviaires";"Usager";"";"";"21770";"Etat des structures de chaussées sur le réseau non concédé (moyenne des notes IQRN)";"(nouveau)";"";"SSI Documenté";"note/20";"16,4";"16,2";"16,5";"16,1";"16,3";"2015";">16,6";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11300";"P203.2.2";"Etat des ouvrages routiers et ferroviaires";"Usager";"";"";"827";"Etat des ouvrages d'art sur le réseau routier non concédé";"";"";"SSI Documenté";"%";"88,1";"88,1";"87,5";"88";"87,7";"2015";">87";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11300";"P203.2.2";"Etat des ouvrages routiers et ferroviaires";"Usager";"";"";"15974";"Etat des voies du réseau ferré national";"";"";"SSI Documenté";"mm";"1,06";"1,03";"1,085";"1,07";"1";"2015";"<1,085";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11299";"P203.2.3";"Qualité de service des réseaux de transport";"Usager";"";"";"7856";"Retards constatés sur les trains imputables à l'infrastructure toutes causes confondues";"";"";"SSI Documenté";"minutes/train";"0,99";"1,41";"0,9";"SO";"1,11";"2015";"<0,78";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11299";"P203.2.3";"Qualité de service des réseaux de transport";"Usager";"";"";"11190";"Retards constatés sur les trains imputables au seul gestionnaire de l'infrastructure";"";"";"SSI Documenté";"minutes/train";"0,44";"0,74";"0,42";"SO";"0,49";"2015";"<0,38";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"844";"P203.2";"Améliorer l'entretien et la qualité des infrastructures de transports";"11299";"P203.2.3";"Qualité de service des réseaux de transport";"Usager";"";"";"7900";"Taux de disponibilité du réseau fluvial principal";"";"(libellé modifié)";"SSI Documenté";"%";"96,5";"95,3";"97";"97";"97,3";"2015";">99";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"846";"P203.3";"Améliorer le niveau de sécurité des transports routiers et assurer les conditions d'une concurrence loyale";"845";"P203.3.1";"Taux de contrôle des transports routiers de matières dangereuses";"Citoyen";"";"";"7844";"Taux de contrôle des transports routiers de matières dangereuses";"";"";"SSI Documenté";"%";"7";"7,3";"6,5";"SO";"7,7";"2015";">6,5";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"846";"P203.3";"Améliorer le niveau de sécurité des transports routiers et assurer les conditions d'une concurrence loyale";"850";"P203.3.2";"Infractions à la réglementation sociale européenne constatées lors des contrôles";"Citoyen";"";"";"8130";"Infractions à la réglementation sociale européenne constatées lors des contrôles";"";"";"SSI Documenté";"%";"1";"0,68";"1";"SO";"0,7";"2015";"<1,2";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"11154";"P203.4.1";"Part modale des transports non routiers";"Citoyen";"Stratégique mission";"";"12812";"Part modale des transports collectifs terrestres dans l'ensemble des transports intérieurs de voyageurs";"";"";"SSI Documenté";"%";"16,2";"15,9";"16,7";"16,3";"15,9 (provisoire)";"2015";">17,2";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"11154";"P203.4.1";"Part modale des transports non routiers";"Citoyen";"Stratégique mission";"";"12813";"Part modale du transport ferroviaire dans le transport intérieur terrestre de marchandises";"";"";"SSI Documenté";"%";"10";"9,7";"10";"9,7";"9,3 (provisoire)";"2015";">9,9";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"11154";"P203.4.1";"Part modale des transports non routiers";"Citoyen";"Stratégique mission";"";"12814";"Part modale du transport fluvial dans le transport intérieur terrestre de marchandises";"";"";"SSI Documenté";"%";"2,4";"2,4";"2,4";"2,4";"2,4 (provisoire)";"2015";">2,3";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"851";"P203.4.2";"Volume de transport combiné par fer, voie fluviale et cabotage maritime rapporté aux aides au transport combiné";"Contribuable";"";"";"4954";"Volume de transport combiné par fer pour 100 € d'aide";"";"";"SSI Documenté";"UTI";"3,5";"5,6";"3,7";"SO";"5,6 (provisoire)";"2015";">3,7";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"851";"P203.4.2";"Volume de transport combiné par fer, voie fluviale et cabotage maritime rapporté aux aides au transport combiné";"Contribuable";"";"";"4974";"Volume de transport combiné fluvial pour 100 € d'aide";"";"";"SSI Documenté";"UTI";"3,1";"4,8";"3,1";"SO";"4,8 (provisoire)";"2015";">3,3";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"853";"P203.4.3";"Part de marché des grands ports maritimes";"Citoyen";"";"";"12764";"% du trafic total";"";"";"SSI Documenté";"%";"14,2";"13,9";"14,4";"13,9";"13,7 (provisoire)";"2015";">17,5";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P203";"Infrastructures et services de transports";"852";"P203.4";"Développer la part des modes alternatifs à la route dans les déplacements des personnes et le transport des marchandises";"853";"P203.4.3";"Part de marché des grands ports maritimes";"Citoyen";"";"";"12765";"% du trafic conteneurisé";"";"";"SSI Documenté";"%";"6,7";"7";"6,1";"6,5";"7,0 (provisoire)";"2015";">7,5";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"857";"P205.1.1";"Ratio entre le nombre de personnes sauvées et le nombre de personnes impliquées dans un accident maritime après une opération de sauvetage coordonnée par les CROSS";"Citoyen";"";"";"7213";"Part des personnes sauvées après une opération de sauvetage coordonnée par les CROSS";"";"";"SSI Documenté";"%";"97,95";"98,16";">98";">98";"98,67";"2015";">98";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"857";"P205.1.1";"Ratio entre le nombre de personnes sauvées et le nombre de personnes impliquées dans un accident maritime après une opération de sauvetage coordonnée par les CROSS";"Citoyen";"";"";"3002";"Nombre de personnes impliquées (y compris morts et disparus)";"";"";"SSI Documenté";"Nombre";"19599";"16538";"sans objet";"sans objet";"24605";"2015";"sans objet";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"859";"P205.1.2";"Taux d'identification des sources à l'origine de rejets illicites et polluants en mer";"Citoyen";"";"";"17754";"Taux d'identification des navires à l'origine de rejets hydrocarbures illicites et polluants en mer";"";"";"SSI Documenté";"%";"11,2";"8,8";">=15";">=15";"8,33";"2015";">=15";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"859";"P205.1.2";"Taux d'identification des sources à l'origine de rejets illicites et polluants en mer";"Citoyen";"";"";"17751";"Nombre de POLREP hydrocarbures identifiés";"";"";"SSI Documenté";"Nombre";"10";"5";"sans objet";"sans objet";"5";"2015";"sans objet";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"859";"P205.1.2";"Taux d'identification des sources à l'origine de rejets illicites et polluants en mer";"Citoyen";"";"";"17752";"Nombre total de POLREP hydrocarbures";"";"";"SSI Documenté";"Nombre";"89";"57";"sans objet";"sans objet";"60";"2015";"sans objet";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"859";"P205.1.2";"Taux d'identification des sources à l'origine de rejets illicites et polluants en mer";"Citoyen";"";"";"20677";"Nombre d'enquêtes judiciaires ouvertes";"";"";"SSI Documenté";"nombre";"";"2";"sans objet";"sans objet";"5";"2015";"sans objet";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"860";"P205.1.3";"Taux de contrôle des navires étrangers faisant escale dans les ports français";"Citoyen";"";"";"860";"Pourcentage de navires étrangers contrôlés";"";"";"SSI Documenté";"%";"98,7 % de l'obligation communautaire";"94,7 % de l'obligation communautaire";"100";">100";"124,18 % de l'obligation communautaire";"2015";"100";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"860";"P205.1.3";"Taux de contrôle des navires étrangers faisant escale dans les ports français";"Citoyen";"";"";"12498";"Nombre de contrôles de navires étrangers au titre de l'Etat du port";"";"(libellé modifié)";"SSI Documenté";"Nombre";"1184";"1274";"1064";"1042";"1294";"2015";"sans objet";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"860";"P205.1.3";"Taux de contrôle des navires étrangers faisant escale dans les ports français";"Citoyen";"";"";"21737";"Taux de contrôle des navires étrangers à risque élevé à inspection obligatoire";"(nouveau)";"";"SSI Documenté";"%";"";"";"95";">95";"100";"2015";"95";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"857";"P205.1";"Renforcer la sécurité maritime et la protection de l'environnement";"860";"P205.1.3";"Taux de contrôle des navires étrangers faisant escale dans les ports français";"Citoyen";"";"";"21738";"Taux de contrôle des navires étrangers autres qu'à risque élevé à inspection obligatoire";"(nouveau)";"";"SSI Documenté";"%";"";"";"90";">90";"98,26";"2015";"90";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"861";"P205.2.1";"Taux des actifs maritimes parmi les anciens élèves des établissements d'enseignement maritime après 5 ans d'activité.";"Usager";"";"";"3421";"Taux d'actifs maritimes";"";"";"SSI Documenté";"%";"77,1";"76,3";">85";">80";"78";"2015";">85";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"861";"P205.2.1";"Taux des actifs maritimes parmi les anciens élèves des établissements d'enseignement maritime après 5 ans d'activité.";"Usager";"";"";"3422";"Taux d'actifs maritimes parmi les élèves sortis de l'ENSM";"";"";"SSI Documenté";"%";"nc";"95,2";">95";">95";"88";"2015";">95";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"861";"P205.2.1";"Taux des actifs maritimes parmi les anciens élèves des établissements d'enseignement maritime après 5 ans d'activité.";"Usager";"";"";"3424";"Taux d'actifs maritimes parmi les élèves sortis des LPM";"";"";"SSI Documenté";"%";"76,1";"72,6";">83";">75";"66";"2015";">83";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"4425";"P205.2.2";"Evolution de l'emploi dans la filière du commerce maritime";"Contribuable";"";"";"6382";"Evolution du nombre de marins français";"";"";"SSI Documenté";"Nombre";"13920";"14020";"14500";"14100";"13850";"2015";"15000";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"4425";"P205.2.2";"Evolution de l'emploi dans la filière du commerce maritime";"Contribuable";"";"";"6383";"Evolution de l'emploi dans le secteur du transport maritime";"";"";"SSI Documenté";"Nombre";"133200";"133050";"stable";"stable";"132800";"2015";"stable";"MIN23";"Écologie, développement durable et énergie"
"Budget général";"Écologie, développement et mobilité durables";"P205";"Sécurité et affaires maritimes, pêche et aquaculture";"861";"P205.2";"Promouvoir la flotte de commerce et l'emploi maritime";"4424";"P205.2.3";"Nombre de navires de commerce sous pavillon français armés par des compagnies ayant opté pour la taxe au tonnage comparé au nombre total de navires de commerce sous pavillon français";"Contribuable";"";"";"6384";"Nombre de navires de commerce sous pavillon français armés par des compagnies ayant opté pour la taxe au tonnage";"";"";"SSI Documenté";"Navire";"111";"113";"113";"SO";"113";"2015";"113";"MIN23";"Écologie, développement durable et énergie"
