"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2011";"Réalisation.2012";"Prévision.2013.PAP.2013";"Prévision.2013.PAP.2014";"Réalisation.2013";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Égalité des territoires, logement et ville";"P109";"Aide à l'accès au logement";"1002";"P109.2";"Favoriser l'insertion par le logement des personnes en grande difficulté";"2495";"P109.2.1";"Part des personnes logées dans l'année dans le parc social et provenant d'un centre d'hébergement";"Contribuable";"";"";"18176";"Part des personnes logées dans l'année dans le parc social et provenant d'un centre d'hébergement";"";"";"SSI Documenté";"%";"2,3";"2";"4";"4";"3,2";"2015";"4,5";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P109";"Aide à l'accès au logement";"1005";"P109.3";"Veiller à une bonne information du public dans le domaine du logement";"2498";"P109.3.1";"Taux de satisfaction des usagers ayant consulté une association départementale pour l'information sur le logement (ADIL)";"Usager";"";"";"8115";"Taux de satisfaction des usagers ayant consulté une association départementale pour l'information sur le logement (ADIL)";"";"";"SSI Documenté";"%";"98";"98,2";"98";"98";"98,9";"2015";"98";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"12536";"1-1-1 Ratio du nombre de demandeurs de logements sociaux (hors demandes de mutations internes) en fin d'année n rapportés au nombre de relogements de demandeurs au cours de l'année n (hors mutations internes)";"(nouveau)";"";"SSI NON Documenté";"";"s. o.";"s. o.";"";"s. o.";"s. o.";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"1007";"En zone A";"(nouveau)";"";"SSI Documenté";"ratio";"nd";"12,1";"6";"9";"7,3";"2015";"4";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"2879";"En zone B1";"(nouveau)";"";"SSI Documenté";"ratio";"nd";"6";"5";"5";"4,4";"2015";"3";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"2880";"En zone B2";"(nouveau)";"";"SSI Documenté";"ratio";"nd";"3,1";"3,5";"2,8";"2,5";"2015";"2,5";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"20886";"En zone C";"(nouveau)";"";"SSI Documenté";"ratio";"nd";"2,5";"2,5";"2,4";"2,1";"2015";"2";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"12537";"1-1-2 Taux de mobilité dans le parc social";"";"";"SSI Documenté";"%";"10";"10,1";"10,3";"10,1";"10";"2015";"10,1";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"19431";"En zone A";"";"";"SSI Documenté";"%";"6,9";"6,5";"6,6";"6,5";"6,6";"2015";"7,1";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"19432";"En zone B1";"";"";"SSI Documenté";"%";"10";"9,6";"9,6";"9,6";"9,8";"2015";"10,3";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"19433";"En zone B2";"";"";"SSI Documenté";"%";"11,2";"11,7";"11,8";"11,7";"11,6";"2015";"11,1";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"1007";"P135.1.1";"Fluidité du parc de logements sociaux";"Citoyen";"";"";"19434";"En zone C";"";"";"SSI Documenté";"%";"12,4";"12,9";"12,9";"12,9";"12,6";"2015";"12,2";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"2593";"P135.1.2";"Pourcentage de logements locatifs sociaux financés (en PLUS, PLAI) et agréés (en PLS) par zone";"Contribuable";"";"";"3514";"En zone A";"";"";"SSI Documenté";"%";"37";"30,6";"36";"29";"28";"2015";"36";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"2593";"P135.1.2";"Pourcentage de logements locatifs sociaux financés (en PLUS, PLAI) et agréés (en PLS) par zone";"Contribuable";"";"";"19435";"En zone B1";"";"";"SSI Documenté";"%";"29";"32,8";"31";"34";"32";"2015";"31";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"2593";"P135.1.2";"Pourcentage de logements locatifs sociaux financés (en PLUS, PLAI) et agréés (en PLS) par zone";"Contribuable";"";"";"19436";"En zone B2";"";"";"SSI Documenté";"%";"21";"21,4";"19";"22";"22";"2015";"19";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"2593";"P135.1.2";"Pourcentage de logements locatifs sociaux financés (en PLUS, PLAI) et agréés (en PLS) par zone";"Contribuable";"";"";"3516";"En zone C";"";"";"SSI Documenté";"%";"13";"15,2";"14";"16";"18";"2015";"14";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"11902";"P135.1.3";"Part des personnes auxquelles une offre de logement adaptée a été faite dans le cadre de la mise en oeuvre du droit au logement opposable (en année civile)";"Citoyen";"";"";"16020";"Part des personnes logées parmi les personnes ayant déposé un recours DALO non rejeté (en année civile)";"";"";"SSI Documenté";"%";"70,7";"65,3";"60";"66";"61,4";"2015";"65";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1006";"P135.1";"Satisfaire dans les meilleurs délais la demande de logements locatifs, en particulier dans les zones tendues";"11902";"P135.1.3";"Part des personnes auxquelles une offre de logement adaptée a été faite dans le cadre de la mise en oeuvre du droit au logement opposable (en année civile)";"Citoyen";"";"";"20799";"Part des personnes auxquelles une offre de logement adaptée a été faite parmi les personnes reconnues prioritaires par les commissions DALO";"(nouveau)";"";"SSI Documenté";"%";"66";"66,1";"55";"58";"54,5";"2015";"62";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1008";"P135.2";"Mieux répartir les logements sociaux au sein des agglomérations";"2619";"P135.2.1";"Pourcentage de logements locatifs sociaux financés dans les communes soumises à l'article 55 de la loi du 13 décembre 2000 relative à la solidarité et au renouvellement urbain (loi SRU) par rapport à leur objectif annuel moyen sur la période triennale par tranches";"Citoyen";"";"";"3509";"Communes ayant entre 0 et 5 % de logements locatifs sociaux";"";"";"SSI Documenté";"%";"69";"65";">=100";">=100";"89";"2015";">=100";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1008";"P135.2";"Mieux répartir les logements sociaux au sein des agglomérations";"2619";"P135.2.1";"Pourcentage de logements locatifs sociaux financés dans les communes soumises à l'article 55 de la loi du 13 décembre 2000 relative à la solidarité et au renouvellement urbain (loi SRU) par rapport à leur objectif annuel moyen sur la période triennale par tranches";"Citoyen";"";"";"3510";"Communes ayant entre 5 et 10 % de logements locatifs sociaux";"";"";"SSI Documenté";"%";"115";"107";">=100";">=100";"104";"2015";">=100";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1008";"P135.2";"Mieux répartir les logements sociaux au sein des agglomérations";"2619";"P135.2.1";"Pourcentage de logements locatifs sociaux financés dans les communes soumises à l'article 55 de la loi du 13 décembre 2000 relative à la solidarité et au renouvellement urbain (loi SRU) par rapport à leur objectif annuel moyen sur la période triennale par tranches";"Citoyen";"";"";"3511";"Communes ayant entre 10 et 15% de logements locatifs sociaux";"";"";"SSI Documenté";"%";"191";"158";">=100";">=100";"158";"2015";">=100";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1008";"P135.2";"Mieux répartir les logements sociaux au sein des agglomérations";"2619";"P135.2.1";"Pourcentage de logements locatifs sociaux financés dans les communes soumises à l'article 55 de la loi du 13 décembre 2000 relative à la solidarité et au renouvellement urbain (loi SRU) par rapport à leur objectif annuel moyen sur la période triennale par tranches";"Citoyen";"";"";"3512";"Communes ayant entre 15 et 20 % de logements locatifs sociaux";"";"";"SSI Documenté";"%";"429";"487";">=100";">=100";"556";"2015";">=100";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"8479";"Pourcentage des subventions accordées par l'Anah pour sortir d'une situation d'indignité par rapport au total des subventions accordées par l'Anah";"";"";"SSI Documenté";"%";"23";"16";"20";"nd";"11";"2015";"20";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"20887";"Nombre de logements sortis d'indignité";"(nouveau)";"";"SSI Documenté";"";"8104";"6293";"8750";"nd";"7346";"2015";"9400";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"20888";"En zone A";"(nouveau)";"";"SSI Documenté";"";"4906";"3993";"4900";"nd";"4589";"2015";"5264";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"20889";"En zone B1";"(nouveau)";"";"SSI Documenté";"";"1186";"713";"1400";"nd";"1052";"2015";"1504";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"20890";"En zone B2";"(nouveau)";"";"SSI Documenté";"";"627";"526";"700";"nd";"551";"2015";"752";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2621";"P135.3.1";"Concentration et impact des aides de l'Anah en faveur de la lutte contre l'habitat indigne";"Citoyen";"";"";"20891";"En zone C";"(nouveau)";"";"SSI Documenté";"";"1385";"1888";"1750";"nd";"1154";"2015";"1880";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2622";"P135.3.2";"Taux de logements aidés par l'Anah en vue d'une adaptation aux besoins des personnes âgées ou handicapées";"Usager";"";"";"6523";"Nombre de logements aidés pour personnes âgées/handicapées";"";"";"SSI Documenté";"nombre";"11885";"10327";"15000";"nd";"13393";"2015";"15000";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2622";"P135.3.2";"Taux de logements aidés par l'Anah en vue d'une adaptation aux besoins des personnes âgées ou handicapées";"Usager";"";"";"6524";"Nombre de logements total aidés";"";"";"SSI Documenté";"nombre";"72958";"60772";"87400";"nd";"65136";"2015";"105900";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"2622";"P135.3.2";"Taux de logements aidés par l'Anah en vue d'une adaptation aux besoins des personnes âgées ou handicapées";"Usager";"";"";"6588";"Taux";"";"";"SSI Documenté";"%";"16";"17";"17";"nd";"21";"2015";"14";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1009";"P135.3";"Améliorer et adapter la qualité du parc privé";"12231";"P135.3.3";"Taux de logements aidés par l'Anah dans le cadre de la lutte contre la précarité énergétique";"Usager";"";"";"18167";"Taux de logements aidés par l'Anah dans le cadre de la lutte contre la précarité énergétique";"";"";"SSI Documenté";"%";"10";"21";"34";"36";"52";"2015";"38";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1013";"P135.4";"Développer l'accession à la propriété";"4475";"P135.4.1";"Part des ménages primo-accédants sur le total des accédants";"Contribuable";"";"";"8269";"Part des ménages primo-accédants sur le total des accédants";"";"";"SSI Documenté";"%";"72";"64";"75";"68";"nd";"2015";"75";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1013";"P135.4";"Développer l'accession à la propriété";"1014";"P135.4.2";"Pourcentage des bénéficiaires du PTZ+ par catégorie de revenus";"Contribuable";"";"";"19461";"Pourcentage des bénéficiaires du PTZ+ à revenus modestes (tranches 1)";"";"";"SSI Documenté";"%";"30";"33";"33";"44";"45";"2015";"33";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1013";"P135.4";"Développer l'accession à la propriété";"1014";"P135.4.2";"Pourcentage des bénéficiaires du PTZ+ par catégorie de revenus";"Contribuable";"";"";"19462";"Pourcentage des bénéficiaires du PTZ+ à revenus moyens (tranches 2-5)";"";"";"SSI Documenté";"%";"42";"46";"45";"56";"55";"2015";"45";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1013";"P135.4";"Développer l'accession à la propriété";"1014";"P135.4.2";"Pourcentage des bénéficiaires du PTZ+ par catégorie de revenus";"Contribuable";"";"";"19463";"Pourcentage des bénéficiaires du PTZ+ à revenus élevés (tranches 6)";"";"";"SSI Documenté";"%";"28";"21";"22";"0";"0";"2015";"22";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1016";"P135.5";"Promouvoir le développement durable dans le logement et, plus  généralement, dans la construction";"11083";"P135.5.1";"Consommation énergétique globale des logements";"Citoyen";"";"";"12653";"Consommation énergétique globale des logements, corrigée des variations climatiques";"";"";"SSI Documenté";"TWh";"490";"508";"506";"506";"504";"2015";"499";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"1016";"P135.5";"Promouvoir le développement durable dans le logement et, plus  généralement, dans la construction";"11083";"P135.5.1";"Consommation énergétique globale des logements";"Citoyen";"";"";"12654";"Dont consommation d'énergie pour le chauffage";"";"";"SSI Documenté";"Twh";"336";"342";"338";"338";"337";"2015";"326";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"569";"P135.6";"Promouvoir la planification, la connaissance et le développement des territoires";"570";"P135.6.1";"Indice de maîtrise spatiale du développement urbain";"Citoyen";"";"";"7848";"Indice de maîtrise spatiale du développement urbain";"";"";"SSI Documenté";"%";"89,4";"91";"97";"93";"93";"2015";"99";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"569";"P135.6";"Promouvoir la planification, la connaissance et le développement des territoires";"567";"P135.6.2";"Taux de pénétration de la planification dans les territoires urbains dont ceux concernés par une façade littorale";"Citoyen";"";"";"6589";"Taux global de pénétration de la planification dans les territoires urbains";"";"";"SSI Documenté";"%";"48,1";"50,1";"63";"53";"55";"2015";"70";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"569";"P135.6";"Promouvoir la planification, la connaissance et le développement des territoires";"567";"P135.6.2";"Taux de pénétration de la planification dans les territoires urbains dont ceux concernés par une façade littorale";"Citoyen";"";"";"6527";"Dont territoires concernés par une façade littorale";"";"";"SSI Documenté";"%";"49,3";"51,8";"72";"54";"62";"2015";"80";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"569";"P135.6";"Promouvoir la planification, la connaissance et le développement des territoires";"573";"P135.6.3";"Capacité d'accueil salariés et habitants sur les pôles de développement urbain d'intérêt national";"Citoyen";"";"";"15844";"Création nette d'emplois au sein de ces pôles";"";"";"SSI Documenté";"%";"1,2";"0,7";"1,6";"1,2";"0,4";"2015";"1,6";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"569";"P135.6";"Promouvoir la planification, la connaissance et le développement des territoires";"573";"P135.6.3";"Capacité d'accueil salariés et habitants sur les pôles de développement urbain d'intérêt national";"Citoyen";"";"";"15845";"Création de logements au sein de ces pôles";"";"";"SSI Documenté";"Logements/ 1000 hbts";"7,2";"9,2";"6,5";"6,5";"7,2";"2015";"8";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"571";"P135.7";"Assurer aux usagers et aux collectivités locales, un service de qualité en privilégiant l'assistance à maîtrise d'ouvrage et l'aide aux petites communes";"11253";"P135.7.1";"Qualité du travail des services de l'Etat dans la mise en oeuvre du droit des sols";"Usager";"";"";"12971";"Indicateur de respect des délais";"";"";"SSI Documenté";"%";"91,5";"92";"92";"92";"92";"2015";"92";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P135";"Urbanisme, territoires et amélioration de l'habitat";"571";"P135.7";"Assurer aux usagers et aux collectivités locales, un service de qualité en privilégiant l'assistance à maîtrise d'ouvrage et l'aide aux petites communes";"11253";"P135.7.1";"Qualité du travail des services de l'Etat dans la mise en oeuvre du droit des sols";"Usager";"";"";"12972";"Indicateur de sécurité juridique";"";"";"SSI Documenté";"%";"25,8";"25,6";"25";"25,6";"21,5";"2015";"25";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4053";"toutes catégories confondues dans les ZFU (a)";"";"";"SSI NON Documenté";"nombre étab./1000h";"41,2";"42,6";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4054";"dont commerces de détail (a')";"";"";"SSI NON Documenté";"nombre étab./1000h";"5,9";"6,4";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4055";"toutes catégories confondues dans les unités urbaines ayant une ZFU (b)";"";"";"SSI NON Documenté";"nombre étab./1000h";"70,7";"74";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4056";"dont commerces de détail (b')";"";"";"SSI NON Documenté";"nombre étab./1000h";"9,4";"9,6";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4126";"écart toutes catégories confondues (a-b)";"";"";"SSI Documenté";"nombre étab./1000h";"-29,5";"-31,4";"-20";"-25";"nd";"2015";"-18";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3067";"P147.1.1";"Écart entre la densité d'établissements exerçant une activité d'industrie et de commerce dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"4127";"écart commerces dans les ZFU et dans les unités urbaines correspondantes (a'-b')";"";"";"SSI Documenté";"nombre étab./1000h";"-3,5";"3,2";"-1,3";"-3";"nd";"2015";"-1";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3068";"P147.1.2";"Rapport entre la densité d'établissements sans salarié, de 1 à 20 salariés et avec plus de 20 salariés dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"21186";"Etablissements sans salarié dans les ZFU (a)";"(nouveau)";"";"SSI NON Documenté";"nombre étab./1000h";"22,7";"24,2";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3068";"P147.1.2";"Rapport entre la densité d'établissements sans salarié, de 1 à 20 salariés et avec plus de 20 salariés dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"21187";"Etablissements sans salarié dans les unités urbaines ayant une ZFU (b)";"(nouveau)";"";"SSI NON Documenté";"nombre étab./1000h";"40,2";"42,9";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3068";"P147.1.2";"Rapport entre la densité d'établissements sans salarié, de 1 à 20 salariés et avec plus de 20 salariés dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"21188";"Etablissements de 1 à 20 salariés dans les ZFU (a')";"(nouveau)";"";"SSI NON Documenté";"nombre étab./1000h";"14,6";"14,4";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
"Budget général";"Égalité des territoires, logement et ville";"P147";"Politique de la ville";"990";"P147.1";"Renforcer la mixité fonctionnelle des territoires urbains prioritaires";"3068";"P147.1.2";"Rapport entre la densité d'établissements sans salarié, de 1 à 20 salariés et avec plus de 20 salariés dans les ZFU et celle constatée dans les unités urbaines correspondantes";"Citoyen";"";"";"21189";"Etablissements de 1 à 20 salariés dans les unités urbaines ayant une ZFU (b')";"(nouveau)";"";"SSI NON Documenté";"nombre étab./1000h";"23";"23,7";"";"";"nd";"2015";"";"MIN39";"Égalité des territoires et logement"
