Type de Mission;Mission;COD_PGM;Programme;Numéro Objectif;Objectif;Numéro indicateur;Indicateur;type indicateur;Stratégique au niveau mission?;Sous-indicateur;Unité;Réalisation 2013;Réalisation 2014;Prévision 2015 PAP 2015;Prévision 2015 PAP 2016;Réalisation 2015;Année cible;Valeur cible;Code Ministère LFI 2015;Ministère LFI 2015
Budget général;Conseil et contrôle de l'État;P165;Conseil d'État et autres juridictions administratives;P165.3;Améliorer l'efficience des juridictions;P165.3.2;Nombre d'affaires réglées par agent de greffe;Contribuable;;Dans les tribunaux administratifs.;Nombre;183;194;190;190;198;2017;190;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P165;Conseil d'État et autres juridictions administratives;P165.3;Améliorer l'efficience des juridictions;P165.3.2;Nombre d'affaires réglées par agent de greffe;Contribuable;;A la Cour nationale du droit d'asile;Nombre;280;263;285;272;241;2017;285;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P165;Conseil d'État et autres juridictions administratives;P165.4;Assurer l'efficacité du travail consultatif;P165.4.1;Proportion des textes examinés en moins de deux mois par les sections administratives du Conseil d'Etat;Usager;;Lois et ordonnances;%;99;97;95;95;96;2017;95;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P165;Conseil d'État et autres juridictions administratives;P165.4;Assurer l'efficacité du travail consultatif;P165.4.1;Proportion des textes examinés en moins de deux mois par les sections administratives du Conseil d'Etat;Usager;;Décrets;%;88;89;80;80;86;2017;80;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.1;Production intellectuelle du CESE;Citoyen;;Nombre d'avis produits;nombre;24;20;20;31;32;2017;25;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.1;Production intellectuelle du CESE;Citoyen;;Etudes et communications;nombre;5;7;6;3;2;2017;5;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.2;Activités partenariales;Citoyen;;Nombre de colloques et évènements institutionnels organisés par le CESE ou en partenariat;nombre;244;212;60;190;236;2017;200;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.2;Activités partenariales;Citoyen;;Nombre de personnes ayant participé à un de ces colloques et évènements organisés au CESE;nombre;50 000;72000;10 000;60000;60 000;2017;50 000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.3;Diffusion des avis du CESE et mention dans la presse de l'institution et de ses travaux;Usager;;Nombre de visiteurs;nombre;347000;295482;320000;300000;408 987;2017;330000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.1;Associer les principales organisations de la société civile à l'élaboration de la politique économique sociale et environnementale de la Nation;P126.1.3;Diffusion des avis du CESE et mention dans la presse de l'institution et de ses travaux;Usager;;Retombées presse (articles mentionnant le CESE, son Président, ses membres, ses travaux à travers la presse écrite, web et audiovisuelle);Nombre;6200;5470;6000;6500;5000;2017;7500;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.1;Assiduité aux réunions;Usager;;Taux de présence en plénières;%;74;70;74;70;70;2017;75;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.1;Assiduité aux réunions;Usager;;Taux de présence en sections;%;59;59;70;59;60;2017;70;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.2;Fonctionnement;Contribuable;;Evolution des dépenses de fonctionnement stricto sensu par membre;€;18688;16715;18360;16720;17606;2017;18000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.2;Fonctionnement;Contribuable;;Pourcentage des recettes de valorisation du Palais d'Iena par rapport au budget du CESE;%;5;5;4,4;4,4;4,6;2017;5;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.3;Gestion environnementale de l'institution;Citoyen;;Bilan carbone des déplacements des membres du CESE;Tonne de CO2;ND;1055;1210;1150;1255;2017;1200;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.3;Gestion environnementale de l'institution;Citoyen;;Consommation annuelle de gaz;Mètre cube;209 123;113788;167000;152300;131811;2017;165000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.3;Gestion environnementale de l'institution;Citoyen;;Consommation électrique;kWh;1 920 606;1794028;1920600;1840000;1851291;2017;1750000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P126;Conseil économique, social et environnemental;P126.2;Assurer le bon fonctionnement de l'institution;P126.2.3;Gestion environnementale de l'institution;Citoyen;;Consommation d'eau;mètres cubes;4946;4479;4500;4600;4521;2017;4400;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.1;Garantir la qualité des comptes publics;P164.1.1;Part contrôlée des comptes tenus par les comptables publics (en masse financière);Citoyen;;Cour des comptes;%;15;22;15-25;15-25;16;2017;15-25;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.1;Garantir la qualité des comptes publics;P164.1.1;Part contrôlée des comptes tenus par les comptables publics (en masse financière);Citoyen;;Chambres régionales et territoriales des comptes;%;17;15,8;15-25;15-25;21,27;2017;15-25;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.1;Garantir la qualité des comptes publics;P164.1.2;Effets sur les comptes des travaux de certification;Citoyen;;Taux de prise en compte des corrections proposées par la Cour;%;78;60,4;75;70,9;38,55;2017;78;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.2;Contribuer à l'amélioration de la gestion publique et des politiques publiques;P164.2.1;Suites données aux recommandations de la Cour et des chambres régionales et territoriales des comptes;Citoyen;;Cour des comptes et chambres régionales et territoriales des comptes;%;62;69,8;75;75;70;2017;75;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.2;Contribuer à l'amélioration de la gestion publique et des politiques publiques;P164.2.2;Délais des travaux d'examen de la gestion;Citoyen;;Cour des comptes;mois;17;18;16-18;16-18;17;2017;16-18;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.2;Contribuer à l'amélioration de la gestion publique et des politiques publiques;P164.2.2;Délais des travaux d'examen de la gestion;Citoyen;;Chambres régionales et territoriales des comptes;mois;16;15;13-15;13-15;14,72;2017;13-15;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.3;Assister les pouvoirs publics;P164.3.1;Réalisation des travaux demandés par les pouvoirs publics dans les délais;Usager;;Cour des comptes;%;100;95;95;95;100;2017;95;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.3;Assister les pouvoirs publics;P164.3.2;Nombre d'auditions au Parlement;Citoyen;;Cour des comptes et chambres régionales et territoriales des comptes;Nombre;24;30;30;30;34;2017;30;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.4;Informer les citoyens;P164.4.1;Nombre de retombées presse;Citoyen;;Cour des comptes;Nombre;2 707;16 320;16 000;18 000;30 022;2017;17 000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.4;Informer les citoyens;P164.4.1;Nombre de retombées presse;Citoyen;;Chambres régionales et territoriales des comptes;Nombre;so;4 755;3 300;4 500;6 614;2017;3 500;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.4;Informer les citoyens;P164.4.2;Fréquentation du site Internet des juridictions financières;Citoyen;;Nombre de visiteurs uniques sur le site Internet des juridictions financières;Nombre;642 090;633 492;700 000;650 000;643 180;2017;750 000;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.5;Sanctionner les irrégularités et la mauvaise gestion;P164.5.1;Délais de jugement;Usager;;Cour des comptes;Mois;12;12;11;11;10,24;2017;10;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.5;Sanctionner les irrégularités et la mauvaise gestion;P164.5.1;Délais de jugement;Usager;;Chambres régionales et territoriales des comptes;Mois;10;8,8;8;9,4;9,3;2017;8;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.5;Sanctionner les irrégularités et la mauvaise gestion;P164.5.1;Délais de jugement;Usager;;Cour de discipline budgétaire et financière;Mois;36;49;36;38;35,6;2017;36;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P164;Cour des comptes et autres juridictions financières;P164.6;Améliorer le fonctionnement des juridictions financières;P164.6.1;Efficience de la gestion des ressources humaines;Contribuable;;Ratio d'efficience de la fonction ressources humaines;%;2,30;2,34;2,5;2,33;2,33;2017;2,23;MIN12;Services du Premier ministre
Budget général;Conseil et contrôle de l'État;P340;Haut Conseil des finances publiques;P340.1;Contribuer à la qualité de l'élaboration des projets de textes financiers;P340.1.1;Avis rendus dans les délais;Citoyen;;Avis rendus dans les délais;%;so;100;100;100;100;2017;100;MIN12;Services du Premier ministre
Budget général;Crédits non répartis;P551;Provision relative aux rémunérations publiques;;;;;;;;;;;;;;;;MIN07;Finances et comptes publics
Budget général;Crédits non répartis;P552;Dépenses accidentelles et imprévisibles;;;;;;;;;;;;;;;;MIN07;Finances et comptes publics
Budget général;Culture;;;MCB.1 (P175.2);Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;Stratégique mission;Évolution de la fréquentation physique payante et gratuite des institutions patrimoniales et architecturales;Nombre en millions;43,3;43,2;> 40;> 40;41,6;2017;> 40;;
Budget général;Culture;;;MCB.1 (P175.2);Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;Stratégique mission;Part des moins de 18 ans dans la fréquentation totale des institutions patrimoniales et architecturales;%;14,20;15,38;> 16;> 16;14;2017;> 16;;
Budget général;Culture;;;MCB.1 (P175.2);Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;Stratégique mission;Part des 18-25 ans résidents de l'Union Européenne dans la fréquentation des collections permanentes des institutions patrimoniales et architecturales;%;10,9;11;> 10;> 10;9,6;2017;> 10;;
Budget général;Culture;;;MCB.2 (P224.1);Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;Stratégique mission;Architecture et patrimoine;%;81,44;80,55;-;so;84,79;2017;80;;
Budget général;Culture;;;MCB.2 (P224.1);Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;Stratégique mission;Arts Plastiques;%;68,03;72,21;-;so;75,08;2017;70;;
Budget général;Culture;;;MCB.2 (P224.1);Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;Stratégique mission;Spectacle vivant et cinéma;%;90,31;93,60;-;so;91,75;2017;90;;
Budget général;Culture;;;MCB.2 (P224.1);Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;Stratégique mission;Établissements d'ESC global;%;80,33;81;80;80;84,08;2017;80;;
Budget général;Culture;;;MCB.3 (P224.2);Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;P224.2.1;Part des enfants et adolescents ayant bénéficié d'une action d'éducation artistique et culturelle;Usager;Stratégique mission;Part des enfants et des jeunes en âge scolaire ayant bénéficié d'une action éducative d'une structure subventionnée par le ministère de la Culture et de la Communication;%;28,82;34,30;30;37;36,56;2017;32;;
Budget général;Culture;;;MCB.4 (P131.1);Inciter à l'innovation et à la diversité de la création;P131.1.1;Renouvellement des bénéficiaires des dispositifs de soutien à la création;Citoyen;Stratégique mission;Part des artistes bénéficiant pour la première fois de commandes, d'acquisitions et d'aides à la création par l'État;%;49;46;48;48;46;2017;>48;;
Budget général;Culture;;;MCB.4 (P131.1);Inciter à l'innovation et à la diversité de la création;P131.1.1;Renouvellement des bénéficiaires des dispositifs de soutien à la création;Citoyen;Stratégique mission;Taux d'entrée des équipes artistiques dans les dispositifs de conventionnement et d'aides à projet;%;32;35;34;35;36;2017;35;;
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.1;Amélioration des procédures de signalement, de protection et de conservation;Citoyen;;Musées nationaux : suivi du récolement décennal des musées nationaux;%;43,48;60,1;100;100;66,36;2017;n.c (1);MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.2;Part des crédits de conservation préventive par rapport aux crédits de restauration des monuments historiques;Contribuable;;Part des crédits de conservation préventive par rapport aux crédits de restauration des monuments historiques;%;15,91;17,47;15;15;17,91;2017;15;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.3;Archéologie préventive : Proportion des dossiers d'aménagement reçus faisant l'objet d'un arrêté de prescription de diagnostic et/ou d'un arrêté de prescription de fouilles préventives;Citoyen;;Archéologie préventive : Proportion des dossiers d'aménagement reçus faisant l'objet d'un arrêté de prescription de diagnostic;%;7,45;8,0;Entre 6 et 8;Entre 6 et 8;8,62;2017;Entre 6 et 8;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.3;Archéologie préventive : Proportion des dossiers d'aménagement reçus faisant l'objet d'un arrêté de prescription de diagnostic et/ou d'un arrêté de prescription de fouilles préventives;Citoyen;;Archéologie préventive : Proportion des dossiers d'aménagement reçus faisant l'objet d'un arrêté de prescription de fouilles préventives;%;1,99;2,00;Entre 1,5 et 2;Entre 1,5 et 2;1,84;2017;Entre 1,5 et 2;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.4;Qualité de la maîtrise d'ouvrage Etat;Contribuable;;Respect de la programmation des opérations sous convention cadre OPPIC terminées dans l'année;%;95,57;100,79;100;100;98,84;2017;100;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.1;Améliorer la connaissance et la conservation des patrimoines;P175.1.4;Qualité de la maîtrise d'ouvrage Etat;Contribuable;;Respect de la programmation des opérations sous convention de mandat de maîtrise d'ouvrage OPPIC;%;114,38;112,33;115;115;112.17;2017;115;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.1;Accessibilité des collections au public;Citoyen;;Musées nationaux : taux d'ouverture des salles;%;91,69;93,58;> 95;> 95;92,22;2017;> 95;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.1;Accessibilité des collections au public;Citoyen;;Musées nationaux : coût de la surveillance par m² de salles ouvertes;€/m²;272,42;268,25;280;280;271,77;2017;280;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.1;Accessibilité des collections au public;Citoyen;;Archives : documents textuels et iconographiques mis en ligne par les services d'archives publiques;%;77,84;79,04;82;81;79,15;2017;84;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;;Évolution de la fréquentation physique payante et gratuite des institutions patrimoniales et architecturales;Nombre en millions;43,3;43,2;> 40;> 40;41,6;2017;> 40;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;;Part des moins de 18 ans dans la fréquentation totale des institutions patrimoniales et architecturales;%;14,20;15,38;> 16;> 16;14;2017;> 16;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.2;Fréquentation des institutions patrimoniales et architecturales;Citoyen;;Part des 18-25 ans résidents de l'Union Européenne dans la fréquentation des collections permanentes des institutions patrimoniales et architecturales;%;10,9;11;> 10;> 10;9,6;2017;> 10;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.3;Taux de satisfaction du public des institutions et des sites patrimoniaux;Usager;;Taux de visiteurs pour lesquels la visite a dépassé leurs attentes;%;Pas d'enquête en 2013;Pas d'enquête en 2014;> 25 % musées nationaux > 25 % monuments nationaux;> 25 % musées nationaux > 25 % monuments nationaux;25,3 musées nationaux 26,7 monuments nationaux;2017;> 26 % musées nationaux > 26 % monuments nationaux;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.2;Accroître l'accès du public au patrimoine national;P175.2.3;Taux de satisfaction du public des institutions et des sites patrimoniaux;Usager;;Score de recommandation;nombre de points;Pas d'enquête en 2013;Pas d'enquête en 2014;47 musées nationaux > 33 monuments nationaux;> 47 musées nationaux > 33 monuments nationaux;44,5 musées nationaux 46,3 monuments nationaux;2017;48 musées nationaux > 34 monuments nationaux;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.3;Elargir les sources d'enrichissement des patrimoines publics;P175.3.1;Effet de levier de la participation financière de l'Etat dans les travaux de restauration des monuments historiques qui ne lui appartiennent pas;Contribuable;;Montant des crédits des partenaires sur travaux MH / Montant des subventions versées par l'État;ratio;2,09;2,10;> 2;> 2;2,2;2017;> 2;MIN02;Culture et communication
Budget général;Culture;P175;Patrimoines;P175.3;Elargir les sources d'enrichissement des patrimoines publics;P175.3.2;Taux de ressources propres des institutions patrimoniales et architecturales;Contribuable;;Taux de ressources propres des institutions patrimoniales et architecturales;%;46,98;49,38;50;50;49,53;2017;51;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.1;Inciter à l'innovation et à la diversité de la création;P131.1.1;Renouvellement des bénéficiaires des dispositifs de soutien à la création;Citoyen;;Part des artistes bénéficiant pour la première fois de commandes, d'acquisitions et d'aides à la création par l'État;%;49;46;48;48;46;2017;>48;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.1;Inciter à l'innovation et à la diversité de la création;P131.1.1;Renouvellement des bénéficiaires des dispositifs de soutien à la création;Citoyen;;Taux d'entrée des équipes artistiques dans les dispositifs de conventionnement et d'aides à projet;%;32;35;34;35;36;2017;35;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.1;Inciter à l'innovation et à la diversité de la création;P131.1.2;Place de la création dans la programmation des structures de production subventionnées;Citoyen;;Taux de la création par rapport au nombre de fauteuils mis en vente;%;39;41;>40;>40;42;2017;>40;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.2;Donner des bases économiques et professionnelles solides à la création;P131.2.1;Équilibre financier des opérateurs;Contribuable;;Recette moyenne par place offerte;€;59;63;59;60;62;2017;60;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.2;Donner des bases économiques et professionnelles solides à la création;P131.2.1;Équilibre financier des opérateurs;Contribuable;;Part des charges fixes dans les budgets des structures subventionnées;%;69;69;<68;<68;69;2017;<68;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.2;Donner des bases économiques et professionnelles solides à la création;P131.2.1;Équilibre financier des opérateurs;Contribuable;;Taux de couverture des charges des structures subventionnées;%;45;45;>43;>43;45;2017;>45;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.2;Donner des bases économiques et professionnelles solides à la création;P131.2.2;Promotion de l'emploi artistique;Citoyen;;Spectacle vivant : part de la masse salariale artistique dans la masse salariale totale;%;39;39;>40;>40;38;2017;>40;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.2;Donner des bases économiques et professionnelles solides à la création;P131.2.2;Promotion de l'emploi artistique;Citoyen;;Arts plastiques : part des crédits d'acquisition et de commandes versés directement à des artistes dans les budgets des structures;%;7,5;9;9;9;7;2017;9;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.3;Augmenter la fréquentation du public dans les lieux culturels sur l'ensemble du territoire;P131.3.1;Fréquentation des lieux subventionnés;Citoyen;;Spectacle vivant : Fréquentation payante des lieux subventionnés;Nombre;5 550 099;5 610 635;5 600 000;5 625 000;5 589 655;2017;5 650 000;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.3;Augmenter la fréquentation du public dans les lieux culturels sur l'ensemble du territoire;P131.3.1;Fréquentation des lieux subventionnés;Citoyen;;Spectacle vivant : Part du public scolaire dans la fréquentation payante des lieux subventionnés;%;17;17;18;18;16;2017;18;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.3;Augmenter la fréquentation du public dans les lieux culturels sur l'ensemble du territoire;P131.3.1;Fréquentation des lieux subventionnés;Citoyen;;Arts plastiques : Fréquentation totale des lieux subventionnés;Nombre;3 203 811;3 352 256;>3 200 000;>3 200 000;2 826 125;2017;>3 200 000;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.3;Augmenter la fréquentation du public dans les lieux culturels sur l'ensemble du territoire;P131.3.1;Fréquentation des lieux subventionnés;Citoyen;;Arts Plastiques : Part du public scolaire dans la fréquentation totale des lieux subventionnés;%;12;14;15;15;13;2017;15;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.4;Diffuser davantage les oeuvres et les productions culturelles en France et à l'étranger;P131.4.1;Effort de diffusion territoriale;Citoyen;;Spectacle vivant : taux de représentations hors ville siège des structures de production et de diffusion subventionnées;%;36;37;>35;>35;39;2017;>35;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.4;Diffuser davantage les oeuvres et les productions culturelles en France et à l'étranger;P131.4.1;Effort de diffusion territoriale;Citoyen;;Arts plastiques : taux des manifestations hors les murs réalisées par les FRAC;%;84;83;>75;>75;79;2017;>75;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.4;Diffuser davantage les oeuvres et les productions culturelles en France et à l'étranger;P131.4.2;Intensité de représentation et de diffusion des spectacles;Contribuable;;Nombre moyen de représentations des créations au siège et en tournée sur trois saisons;Ratio;23;28;>22;>22;n.d.;2017;>22;MIN02;Culture et communication
Budget général;Culture;P131;Création;P131.4;Diffuser davantage les oeuvres et les productions culturelles en France et à l'étranger;P131.4.2;Intensité de représentation et de diffusion des spectacles;Contribuable;;Nombre moyen de représentations au siège par spectacle et sur une saison;Ratio;n.d.;n.d.;>3.70;>4;3,14;2017;>4;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;;Architecture et patrimoine;%;81,44;80,55;-;so;84,79;2017;80;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;;Arts Plastiques;%;68,03;72,21;-;so;75,08;2017;70;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;;Spectacle vivant et cinéma;%;90,31;93,60;-;so;91,75;2017;90;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.1;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;P224.1.1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;;Établissements d'ESC global;%;80,33;81;80;80;84,08;2017;80;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;P224.2.1;Part des enfants et adolescents ayant bénéficié d'une action d'éducation artistique et culturelle;Usager;;Part des enfants et des jeunes en âge scolaire ayant bénéficié d'une action éducative d'une structure subventionnée par le ministère de la Culture et de la Communication;%;28,82;34,30;30;37;36,56;2017;32;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;P224.2.2;Effort de développement de l'éducation artistique et culturelle dans les territoires prioritaires;Usager;;Part des crédits d'éducation artistique et culturelle dirigés vers les territoires prioritaires par rapport à la proportion d'élèves scolarisés dans ces territoires.;coefficient;1,79;1,83;1,75;1,9;2,3;2017;1,75;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;P224.2.3;Accessibilité des établissements publics d'enseignement supérieur culturel aux personnes en situation de handicap;Usager;;Pour information : Part des établissements d'ESC accessibles aux personnes à mobilité réduite;%;67,6;70,3;-;so;41,7;2017;-;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.2;Favoriser un accès équitable à la culture notamment grâce au développement de l'éducation artistique et culturelle;P224.2.3;Accessibilité des établissements publics d'enseignement supérieur culturel aux personnes en situation de handicap;Usager;;Part des établissements d'ESC accessibles selon les termes de la loi de 2005 en cohérence avec les Agendas d'accessibilité programmés (ADAP);%;24,3;27;50;50;41,7;2017;66,7;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.3;Optimiser l'utilisation des crédits dédiés aux fonctions soutien;P224.3.1;Coût des fonctions soutien par ETP (hors charges immobilières);Contribuable;;Coût des fonctions soutien par ETP (hors charges immobilières);K€;9;9,5;10;9,5;9;2017;10;MIN02;Culture et communication
Budget général;Culture;P224;Transmission des savoirs et démocratisation de la culture;P224.3;Optimiser l'utilisation des crédits dédiés aux fonctions soutien;P224.3.2;Ratio d'efficience de la gestion des ressources humaines;Contribuable;;Ratio d'efficience de la gestion des ressources humaines;%;2,6;2,6;2,4;2,4;2,6;2017;2,3;MIN02;Culture et communication
