GESTION;2016;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;07;Versements liés à la liquidation de l'ORTF;;;;;;280 000;;280 000
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;;;;;;66 908 757 314;;66 908 757 314
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;;;161;;;13 001 974 981;;13 001 975 142
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;;;3 047 106 374;;;7 659 848 193;;10 706 954 567
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);01;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;;;;;;6 724 513 173;;6 724 513 173
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);02;Taxes foncières;;;;;;1 474 658 920;;1 474 658 920
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);03;Taxe d'habitation;;;;;;3 977 516 533;;3 977 516 533
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);04;Admission en non valeur d'impôts locaux;;;;;;531 227 011;;531 227 011
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;01;Etat-major et politiques transversales;;158 990 079;132 653 828;;1 590 191;27 750;349 804;293 611 652
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;;68 983 232;1 863 670;;54 236;0;3 000;70 904 138
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;189 111 580;250 696 534;;7 625 622;13 681 396;2 144;461 117 276
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;;75 687 784;61 652 860;;24 799 525;;;162 140 169
07;Finances et comptes publics;220;Statistiques et études économiques;01;Infrastructure statistique;;98 233 635;8 747 654;;326 631;21 034 096;;128 342 016
07;Finances et comptes publics;220;Statistiques et études économiques;02;Information sur les entreprises et synthèses économiques;;49 995 327;2 360 094;;172 584;;;52 528 005
07;Finances et comptes publics;220;Statistiques et études économiques;03;Information démographique et sociale;;60 987 142;6 023 723;;153 868;;;67 164 733
07;Finances et comptes publics;220;Statistiques et études économiques;05;Pilotage et soutien;;101 401 337;35 256 713;;2 006 748;5 000;;138 669 798
07;Finances et comptes publics;220;Statistiques et études économiques;06;Action régionale;;52 881 249;370 067;;;;;53 251 316
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;;459 028 797;18 459 310;;3 377 518;2 593;;480 868 218
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;;104 576 202;18 423 126;;18 958 571;;;141 957 899
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;04;Promotion des échanges internationaux et qualité du dédouanement;;205 621 042;57 749;;;;;205 678 791
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;05;Fiscalité douanière, énergétique et environnementale;;139 440 730;606 454;;15 994;181 814 592;;321 877 770
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;;240 377 982;134 948 441;;18 649 409;1 387 635;;395 363 467
07;Finances et comptes publics;305;Stratégie économique et fiscale;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;63 346 313;258 449 416;;0;1 409 218;;323 204 947
07;Finances et comptes publics;305;Stratégie économique et fiscale;02;Développement international de l'économie française;;70 680 583;12 596 501;;147 084;13 295;1 146;83 438 609
07;Finances et comptes publics;305;Stratégie économique et fiscale;03;Elaboration de la législation fiscale;;15 246 466;;;;;;15 246 466
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;02;Contrôles réglementaires;;;15 744 626;;136 241;;;15 880 867
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;03;Audits, expertises, diagnostics;;;1 671 229;;1 187 128;;;2 858 357
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;04;Maintenance préventive;;;24 827 127;;1 464 443;4 830;;26 296 400
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;05;Maintenance corrective;;;14 290 124;;4 278 314;;;18 568 438
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;06;Travaux lourds - Mise en conformité et remise en état;;;22 596 458;;41 929 709;0;;64 526 167
07;Finances et comptes publics;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;;;163 712;;;197 558 194;;197 721 906
07;Finances et comptes publics;346;Renforcement des fonds propres de l’Agence française de développement;01;Renforcement des fonds propres de l’Agence française de développement;;;2 407 998 856;;;;;2 407 998 856
07;Finances et comptes publics;501;Présidence de la République;01;Présidence de la République;100 000 000;;;;;;;100 000 000
07;Finances et comptes publics;511;Assemblée nationale;01;Assemblée nationale;517 890 000;;;;;;;517 890 000
07;Finances et comptes publics;521;Sénat;01;Sénat;323 584 600;;;;;;;323 584 600
07;Finances et comptes publics;531;Conseil constitutionnel;01;Conseil constitutionnel;9 920 462;;;;;;;9 920 462
07;Finances et comptes publics;533;Cour de justice de la République;01;Cour de justice de la République;861 500;;;;;;;861 500
07;Finances et comptes publics;541;La Chaîne parlementaire;01;La Chaîne parlementaire - Assemblée nationale;35 489 162;;;;;;;35 489 162
09;Intérieur;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;17 623 619;;;596 599;;18 220 218
09;Intérieur;104;Intégration et accès à la nationalité française;12;Actions d'accompagnement des étrangers en situation régulière;;;793 654;;;25 318 371;;26 112 025
09;Intérieur;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;;;889 214;;;;;889 214
09;Intérieur;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;49 110;;;33 768 656;;33 817 766
09;Intérieur;104;Intégration et accès à la nationalité française;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;;;;;;8 433 520;;8 433 520
09;Intérieur;122;Concours spécifiques et administration;01;Aides exceptionnelles aux collectivités territoriales;;;;;;118 684 935;;118 684 935
09;Intérieur;122;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;;;955 669;;684 231;0;;1 639 900
09;Intérieur;122;Concours spécifiques et administration;04;Dotations Outre-Mer;;;;;;138 557 261;;138 557 261
09;Intérieur;122;Concours spécifiques et administration;05;Fonds interministériel de prévention de la délinquance;;;1 684 745;;;61 254 934;;62 939 679
09;Intérieur;152;Gendarmerie nationale;01;Ordre et sécurité publics;;3 226 322 106;4 779;;;;;3 226 326 885
09;Intérieur;152;Gendarmerie nationale;02;Sécurité routière;;736 945 159;;;;;;736 945 159
09;Intérieur;152;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;;1 942 091 940;;;;;;1 942 091 940
09;Intérieur;152;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;;957 726 744;1 146 745 720;0;156 798 356;6 552 944;;2 267 823 764
09;Intérieur;152;Gendarmerie nationale;05;Exercice des missions militaires;;135 071 619;;;;;;135 071 619
09;Intérieur;161;Sécurité civile;11;Prévention et gestion de crises;;9 776 802;16 253 550;;10 858 212;6 588 189;;43 476 753
09;Intérieur;161;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;;152 706 802;86 030 142;;20 400 119;19 687;;259 156 750
09;Intérieur;161;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;2 356 173;34 230 007;;6 976 967;98 396 380;2 525 107;144 484 634
09;Intérieur;161;Sécurité civile;14;Fonctionnement, soutien et logistique;;2 287 644;3 633 791;;1 038 561;127 259;;7 087 255
09;Intérieur;176;Police nationale;01;Ordre public et protection de la souveraineté;;1 313 588 139;3 636;;;;;1 313 591 775
09;Intérieur;176;Police nationale;02;Sécurité et paix publiques;;2 914 593 359;325;;;;;2 914 593 684
09;Intérieur;176;Police nationale;03;Sécurité routière;;440 514 246;;;;;;440 514 246
09;Intérieur;176;Police nationale;04;Police des étrangers et sûreté des transports internationaux;;745 643 946;3 802;;;;;745 647 748
09;Intérieur;176;Police nationale;05;Missions de police judiciaire et concours à la justice;;2 545 845 219;0;;;;;2 545 845 219
09;Intérieur;176;Police nationale;06;Commandement, ressources humaines et logistique;;877 726 087;841 154 437;;234 151 864;44 549 640;1 797;1 997 583 825
09;Intérieur;207;Sécurité et éducation routières;01;Observation, prospective, réglementation et soutien au programme;;;1 378 114;;21 923;1 077 373;;2 477 410
09;Intérieur;207;Sécurité et éducation routières;02;Démarches interministérielles et communication;;;9 578 455;;87 680;2 947 425;;12 613 560
09;Intérieur;207;Sécurité et éducation routières;03;Éducation routière;;;12 339 735;;1 725 976;2 755 865;;16 821 576
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;315 209 962;26 722 741;;43 365;239 850;;342 215 918
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication;;;53 335 757;;19 268 978;;330 490;72 935 225
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;694;36 873 548;;46 164;510;;36 920 916
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières;;;133 408 929;;2 977 912;;;136 386 841
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses;;;84 097 263;;;;;84 097 263
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;35 890 900;;;;;;35 890 900
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;88 765 349;110;;;;;88 765 459
09;Intérieur;232;Vie politique, cultuelle et associative;01;Financement des partis;;;;;;63 019 805;;63 019 805
09;Intérieur;232;Vie politique, cultuelle et associative;02;Organisation des élections;;10 279 958;132 181 928;;931 581;17 659 411;;161 052 878
09;Intérieur;232;Vie politique, cultuelle et associative;03;Commission nationale des comptes de campagne et des financements politiques;;3 099 241;2 252 184;;29 510;;;5 380 935
09;Intérieur;232;Vie politique, cultuelle et associative;04;Cultes;;;460 420;;337 253;2 495 845;;3 293 518
09;Intérieur;232;Vie politique, cultuelle et associative;05;Vie associative;;;25 540;;;44 800;;70 340
09;Intérieur;303;Immigration et asile;01;Circulation des étrangers et politique des visas;;;341 732;;;;;341 732
09;Intérieur;303;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;57 528 406;;;740 944 249;;798 472 655
09;Intérieur;303;Immigration et asile;03;Lutte contre l'immigration irrégulière;;;62 029 748;;1 089 789;22 397 487;;85 517 024
09;Intérieur;303;Immigration et asile;04;Soutien;;;22 413 827;;5 793 419;364 603;;28 571 849
09;Intérieur;307;Administration territoriale;01;Coordination de la sécurité des personnes et des biens;;203 148 520;;;;;;203 148 520
09;Intérieur;307;Administration territoriale;02;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;646 584 619;21 055 922;;;24 864 721;;692 505 262
09;Intérieur;307;Administration territoriale;03;Contrôle de légalité et conseil aux collectivités territoriales;;169 617 334;3 018;;;;;169 620 352
09;Intérieur;307;Administration territoriale;04;Pilotage territorial des politiques gouvernementales;;427 376 138;12 721 260;;3 202 227;14 750;;443 314 375
09;Intérieur;307;Administration territoriale;05;Animation et soutien du réseau;;8 556 217;125 712 707;;26 663 376;15 401;;160 947 701
10;Justice;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;41 291;;;305 194 866;;305 236 157
10;Justice;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;87 049;;;6 986 412;;7 073 461
10;Justice;101;Accès au droit et à la justice;03;Aide aux victimes;;;14 756;;;21 952 273;;21 967 029
10;Justice;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;;;;4 686 805;;4 686 805
10;Justice;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;1 633 312 503;194 743 059;;243 438 361;1 887 572;;2 073 381 495
10;Justice;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;329 085 591;497 407 450;;4 331 765;97 047 667;;927 872 473
10;Justice;107;Administration pénitentiaire;04;Soutien et formation;;238 496 067;96 425 681;;2 723 127;29 425;2 000 000;339 674 300
10;Justice;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;886 136 175;71 583 699;;;;;957 719 874
10;Justice;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;730 253 171;289 832 296;;23 997;;;1 020 109 464
10;Justice;166;Justice judiciaire;03;Cassation;;60 039 656;;;;;;60 039 656
10;Justice;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;;12 425 670;;;;;;12 425 670
10;Justice;166;Justice judiciaire;06;Soutien;;395 893 327;511 217 713;;119 329 092;1 816 173;;1 028 256 305
10;Justice;166;Justice judiciaire;07;Formation;;85 578 908;37 204 404;;;;;122 783 312
10;Justice;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;;23 774 322;;;;;;23 774 322
10;Justice;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;378 546 898;269 539 988;;8 068 753;3 946 714;;660 102 353
10;Justice;182;Protection judiciaire de la jeunesse;03;Soutien;;89 158 063;16 814 370;;3 835 248;28;;109 807 709
10;Justice;182;Protection judiciaire de la jeunesse;04;Formation;;17 872 029;10 400 006;;0;;;28 272 035
10;Justice;310;Conduite et pilotage de la politique de la justice;01;État major;;8 922 367;490 163;;;412 683;;9 825 213
10;Justice;310;Conduite et pilotage de la politique de la justice;02;Activité normative;;24 690 525;;;;;;24 690 525
10;Justice;310;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;;13 956 389;379 365;;;97 626;;14 433 380
10;Justice;310;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;;53 867 417;59 065 260;;1 151 462;272 794;;114 356 933
10;Justice;310;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;23 527 761;83 110 115;;27 054 227;;;133 692 103
10;Justice;310;Conduite et pilotage de la politique de la justice;10;Action sociale ministérielle;;13 736 650;24 112 365;;21 556;46 691;;37 917 262
10;Justice;335;Conseil supérieur de la magistrature;01;Conseil supérieur de la magistrature;;2 370 268;1 793 530;;224 412;;616;4 388 826
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;01;Attractivité économique et compétitivité des territoires;;;7 357 475;;;59 690 696;;67 048 171
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;02;Développement solidaire et équilibré des territoires;;;4 441 211;;1 713;114 136 828;;118 579 752
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;04;Instruments de pilotage et d'étude;;19 538 991;11 317 928;;108 753;6 391 689;;37 357 361
12;Services du Premier ministre;126;Conseil économique, social et environnemental;02;Fonctionnement de l'institution;;;5 197 096;;;;;5 197 096
12;Services du Premier ministre;126;Conseil économique, social et environnemental;03;Communication et international;;35 309 983;;;;;;35 309 983
12;Services du Premier ministre;129;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;52 963 940;19 913 488;;;8 813 830;;81 691 258
12;Services du Premier ministre;129;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;66 377 128;135 326 483;;5 306 977;4 469 303;;211 479 891
12;Services du Premier ministre;129;Coordination du travail gouvernemental;03;Coordination de la politique européenne;;10 370 699;4 392 019;;;766 000;;15 528 718
12;Services du Premier ministre;129;Coordination du travail gouvernemental;10;Soutien;;40 345 506;63 127 735;;3 622 045;4 589 770;;111 685 056
12;Services du Premier ministre;129;Coordination du travail gouvernemental;11;Stratégie et prospective;;13 534 834;5 944 033;;34 152;5 378 962;;24 891 981
12;Services du Premier ministre;129;Coordination du travail gouvernemental;13;Ordre de la Légion d'honneur;;;24 317 517;;;3 800;3 180 843;27 502 160
12;Services du Premier ministre;129;Coordination du travail gouvernemental;14;Ordre de la Libération;;;1 313 608;;;;;1 313 608
12;Services du Premier ministre;129;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;2 065 261;11 122 006;;3 835 304;13 315 638;;30 338 209
12;Services du Premier ministre;129;Coordination du travail gouvernemental;16;Modernisation de l'action publique;;19 003 663;29 901 143;;390 022;25 001 000;;74 295 828
12;Services du Premier ministre;147;Politique de la ville;01;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;;;732 924;;;300 810 982;;301 543 906
12;Services du Premier ministre;147;Politique de la ville;02;Revitalisation économique et emploi;;;25 000 233;;;42 061 073;;67 061 306
12;Services du Premier ministre;147;Politique de la ville;03;Stratégie, ressources et évaluation;;1 418 718;3 336 121;;205 818;15 684 687;;20 645 344
12;Services du Premier ministre;147;Politique de la ville;04;Rénovation urbaine et amélioration du cadre de vie;;;;;;1 445 853;;1 445 853
12;Services du Premier ministre;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;;1 640 391;406 911;;;41 275 000;;43 322 302
12;Services du Premier ministre;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;02;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;;;278 464;;;51 781 000;;52 059 464
12;Services du Premier ministre;162;Interventions territoriales de l'État;02;Eau - Agriculture en Bretagne;;;1 268 519;;;7 714 543;;8 983 062
12;Services du Premier ministre;162;Interventions territoriales de l'État;04;Programme exceptionnel d'investissements en faveur de la Corse;;;;;;23 499 463;;23 499 463
12;Services du Premier ministre;162;Interventions territoriales de l'État;06;Plan gouvernemental sur le Marais Poitevin - Poitou Charentes;;;;;;1 678 024;;1 678 024
12;Services du Premier ministre;162;Interventions territoriales de l'État;08;Plan chlordécone en Martinique et en Guadeloupe;;;1 118 653;;;1 065 711;;2 184 364
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;21;Examen des comptes publics;;37 200 619;1 071 576;;;;;38 272 195
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques;;15 190 554;;;;;;15 190 554
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;23;Contrôle des gestions publiques;;57 424 623;;;;;;57 424 623
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;24;Evaluation des politiques publiques;;33 141 386;;;;;;33 141 386
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;25;Information des citoyens;;6 945 799;;;;;;6 945 799
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;;4 510 259;;;;;;4 510 259
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;27;Pilotage et soutien des juridictions financières;;26 002 937;22 176 849;;1 939 134;43 974;;50 162 894
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;01;Fonction juridictionnelle : Conseil d'État;;25 683 969;;;;;;25 683 969
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;02;Fonction juridictionnelle : Cours administratives d'appel;;50 846 097;;;;;;50 846 097
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs;;155 915 873;24 833;;;;;155 940 706
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;04;Fonction consultative;;14 019 794;;;;;;14 019 794
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;;8 413 081;;;;;;8 413 081
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;06;Soutien;;36 091 800;59 030 696;;5 406 814;;;100 529 310
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;22 198 124;;;;;;22 198 124
12;Services du Premier ministre;308;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;13 206 290;4 053 244;;34 147;8 200;;17 301 881
12;Services du Premier ministre;308;Protection des droits et libertés;03;Conseil supérieur de l'audiovisuel;;;;;;37 196 045;;37 196 045
12;Services du Premier ministre;308;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté;;3 874 394;1 053 488;;;;;4 927 882
12;Services du Premier ministre;308;Protection des droits et libertés;06;Autres autorités indépendantes;;1 890 619;583 461;;;42 000;;2 516 080
12;Services du Premier ministre;308;Protection des droits et libertés;07;Sécurité et protection des libertés;;2 105 190;205 286;;;;;2 310 476
12;Services du Premier ministre;308;Protection des droits et libertés;09;Défenseur des droits;;15 751 071;11 973 795;;278 990;6 100;;28 009 956
12;Services du Premier ministre;308;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;2 583 558;1 406 072;;;;;3 989 630
12;Services du Premier ministre;308;Protection des droits et libertés;11;Régulation de la distribution de la presse;;77 628;17 548;;;;;95 176
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;01;Fonctionnement courant des directions départementales interministérielles;;3 040;80 252 397;;7 152 746;12 615;;87 420 798
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;02;Loyers et charges immobilières des administrations déconcentrées;;;314 045 016;;3 784 370;79 000;100;317 908 486
12;Services du Premier ministre;333;Moyens mutualisés des administrations déconcentrées;03;Emplois déconcentrés des services du Premier ministre;;174 923 900;4 933;;;;;174 928 833
12;Services du Premier ministre;340;Haut Conseil des finances publiques;01;Haut Conseil des finances publiques;;344 736;20 561;;;;;365 297
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;02;Commerce, artisanat et services;;31 926 409;11 914 714;;159 512;34 182 807;;78 183 442
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;03;Actions en faveur des entreprises industrielles;;91 459 415;64 037 988;;;89 671 944;-60 000 000;185 169 347
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;04;Développement des télécommunications, des postes et de la société de l'information;;;30 803 290;;;131 770 056;;162 573 346
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;07;Développement international des entreprises et attractivité du territoire;;;96 250 485;;;302 552;;96 553 037
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;08;Expertise, conseil et inspection;;17 889 479;7 452;;;;;17 896 931
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;13;Régulation des communications électroniques et des postes (ARCEP);;14 996 500;5 918 656;;67 411;;;20 982 567
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;14;Régulation et contrôle des marchés de l'énergie (CRE);;12 546 462;5 071 466;;;84 602;;17 702 530
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;15 853 433;3 900 120;;780 033;;;20 533 586
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;16;Régulation concurrentielle des marchés;;66 213 053;1 541 339;;0;11;;67 754 403
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;17;Protection économique du consommateur;;104 426 333;3 095 413;;126 516;9 504 454;;117 152 716
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;18;Sécurité du consommateur;;45 238 904;896 255;;;955;;46 136 114
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;20;Financement des entreprises;;;;;;23 000 000;;23 000 000
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;21;Développement du tourisme;;;2 128 174;;;1 442 098;;3 570 272
21;Économie, industrie et numérique;134;Développement des entreprises et du tourisme;22;Economie sociale et solidaire;;;271 208;;;3 686 080;;3 957 288
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;102 569 682;194 096 758;;;5 666 158;552 000;302 884 598
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;23 182 547;;;310 772 267;-5 000 000;328 954 814
21;Économie, industrie et numérique;192;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;;-30 945;;;;277 599 280;;277 568 335
21;Économie, industrie et numérique;343;Plan 'France Très haut débit';01;Réseaux d'initiative publique;;;50 000 000;;;-13 000 000;-50 000 000;-13 000 000
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;1 623 516;;;3 381 876;;5 005 392
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;02;logistique, formation et contentieux;;;4 348 847;;0;1 614 775;;5 963 622
23;Écologie, développement durable et énergie;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;145 832 232;;630 684;84 311 308;998 500;231 772 724
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;01;Production de l'information géographique;;;77 526 340;;;;;77 526 340
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;02;Recherche dans le domaine de l'information géographique;;;13 681 119;;;754 000;;14 435 119
23;Écologie, développement durable et énergie;159;Information géographique et cartographique;03;Pilotage de la politique d'information géographique;;;340 560;;;29 000;;369 560
23;Écologie, développement durable et énergie;170;Météorologie;01;Observation et prévision météorologiques;;;169 060 957;;;130 457;;169 191 414
23;Écologie, développement durable et énergie;170;Météorologie;02;Recherche dans le domaine météorologique;;;20 895 176;;;150 000;;21 045 176
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;8 831 784;;;1 200 791;;10 032 575
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;13 099 063;;;413 831 787;;426 930 850
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique;;;3 593 669;;;21 275 668;334 400;25 203 737
23;Écologie, développement durable et énergie;174;Énergie, climat et après-mines;06;Soutien;;;2 037 403;;;7 000;;2 044 403
23;Écologie, développement durable et énergie;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;48 500 424;;144 605;26 103 714;;74 748 743
23;Écologie, développement durable et énergie;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;33 543 495;16 421 237;;477 374;1 129 340;;51 571 446
23;Écologie, développement durable et énergie;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;30 422 656;;1 299 584;11 619 475;;43 341 715
23;Écologie, développement durable et énergie;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;29 960 897;;;-232 055 151;;-202 094 254
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;10;Recherche dans le domaine de l'énergie;;;587 475 613;;;411 659;;587 887 272
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;;;169 998 855;;;;;169 998 855
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;;;83 506 321;;;10 500;13 176 850;96 693 671
23;Écologie, développement durable et énergie;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;;;2 319 722;;;5 670 088;;7 989 810
