GESTION;2015;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
06;Éducation nationale, enseignement supérieur et recherche;230;Vie de l'élève;05;Politique de l'internat et établissements à la charge de l'Etat;;40 867 340;545 718;;;14 137 783;;55 550 841
06;Éducation nationale, enseignement supérieur et recherche;230;Vie de l'élève;06;Actions éducatives complémentaires aux enseignements;;159;1 997 668;;;465 123 556;;467 121 383
06;Éducation nationale, enseignement supérieur et recherche;231;Vie étudiante;01;Aides directes;;;26 983 694;;;2 106 586 567;0;2 133 570 261
06;Éducation nationale, enseignement supérieur et recherche;231;Vie étudiante;02;Aides indirectes;;;165 698 346;;21 123 251;8 031 034;80 456 766;275 309 397
06;Éducation nationale, enseignement supérieur et recherche;231;Vie étudiante;03;Santé des étudiants et activités associatives, culturelles et sportives;;;47 261 727;;;9 564 829;;56 826 556
06;Éducation nationale, enseignement supérieur et recherche;231;Vie étudiante;04;Pilotage et animation du programme;;;87 691 217;;;;2 631 461;90 322 678
06;Éducation nationale, enseignement supérieur et recherche;408;Internats de la réussite;01;Internats de la réussite;;;;;;0;;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;01;Équipements d'excellence;;;;;;0;0;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;02;Initiatives d'excellence;;;;;;;0;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;03;Technologies-clés génériques;;;;;;0;;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;04;Espace, lanceurs, satellites;;;;;;0;;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;05;Recherche hospitalo-universitaire en santé;;;0;;;0;0;0
06;Éducation nationale, enseignement supérieur et recherche;409;Écosystèmes d'excellence;06;Calcul intensif;;;;;;0;;0
07;Finances et comptes publics;110;Aide économique et financière au développement;01;Aide économique et financière multilatérale;;;;;;128 244 008;511 658 696;639 902 704
07;Finances et comptes publics;110;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;6 318 040;;;235 428 703;;241 746 743
07;Finances et comptes publics;110;Aide économique et financière au développement;03;Traitement de la dette des pays pauvres;;;;;;48 161 140;59 185 788;107 346 928
07;Finances et comptes publics;114;Appels en garantie de l'État (crédits évaluatifs);01;Agriculture et environnement;;;;;;0;;0
07;Finances et comptes publics;114;Appels en garantie de l'État (crédits évaluatifs);02;Soutien au domaine social, logement, santé;;;;;;15 500 000;;15 500 000
07;Finances et comptes publics;114;Appels en garantie de l'État (crédits évaluatifs);03;Financement des entreprises et industrie;;;;;;4 700 572;;4 700 572
07;Finances et comptes publics;114;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;;;;;;125 300 000;;125 300 000
07;Finances et comptes publics;114;Appels en garantie de l'État (crédits évaluatifs);05;Autres garanties;;;;;;0;;0
07;Finances et comptes publics;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);01;Dette;;;;42 136 369 662;;;;42 136 369 662
07;Finances et comptes publics;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);03;Trésorerie;;;;0;;;;0
07;Finances et comptes publics;145;Épargne;01;Épargne logement;;;1 671 304;;;249 629 840;;251 301 144
07;Finances et comptes publics;145;Épargne;02;Instruments de financement du logement;;;872 957;;;1 329 249;;2 202 206
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;01;Fiscalité des grandes entreprises;;104 691 536;11 164 447;;;;;115 855 983
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;02;Fiscalité des PME;;1 619 362 784;49 780 873;;7 891 565;;;1 677 035 222
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;2 147 385 696;81 914 372;;956 358;;;2 230 256 426
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;05;Gestion financière de l'État hors fiscalité;;721 089 969;11 563 503;;827 456;;;733 480 928
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;06;Gestion des pensions;;60 961 333;4 599 018;;1 187 335;465 238;;67 212 924
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;07;Gestion financière du secteur public local hors fiscalité;;1 346 468 998;29 668 745;;363 424;-163;;1 376 501 004
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;57 006 728;302 040;;;;;57 308 768
07;Finances et comptes publics;156;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;1 002 345 073;866 501 466;0;22 766 202;347 885;;1 891 960 626
07;Finances et comptes publics;168;Majoration de rentes;01;Participation de l'État aux majorations de rentes viagères;;;;;;159 852 499;;159 852 499
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;01;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;;;;;;1 342 949 004;;1 342 949 004
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;02;Régime de retraite de la SEITA;;;;;;163 754 277;;163 754 277
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;03;Caisse des retraites de l'Imprimerie nationale;;;;;;0;;0
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;04;Caisse des retraites des régies ferroviaires d'outre-mer;;;;;;2 770 000;;2 770 000
07;Finances et comptes publics;195;Régimes de retraite des mines, de la SEITA et divers;07;Versements liés à la liquidation de l'ORTF;;;;;;320 000;;320 000
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;;;;;;66 616 654 287;;66 616 654 287
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;;;19;;;13 613 396 392;;13 613 396 411
07;Finances et comptes publics;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;;;3 539 851 783;;;7 739 104 202;;11 278 955 985
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);01;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;;;13 304 831;;;6 293 210 706;0;6 306 515 537
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);02;Taxes foncières;;;;;;990 136 368;;990 136 368
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);03;Taxe d'habitation;;;;;;3 797 256 342;;3 797 256 342
07;Finances et comptes publics;201;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);04;Admission en non valeur d'impôts locaux;;;;;;582 351 523;;582 351 523
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;01;Etat-major et politiques transversales;;174 569 159;161 190 011;;2 334 476;45 031;361 900;338 500 577
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;;69 824 472;2 781 557;;50 550;;;72 656 579
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;03;Promotion des politiques économique et financière;;0;0;;;0;;0
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;04;Contribution au respect du droit et à la sécurité juridique;;0;0;;;;;0
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;191 492 905;254 962 097;;5 798 469;15 582 577;4 413;467 840 461
07;Finances et comptes publics;218;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;;71 141 410;74 654 502;;26 466 549;85 047;;172 347 508
07;Finances et comptes publics;220;Statistiques et études économiques;01;Infrastructure statistique;;99 781 102;9 801 081;;159 018;22 638 976;;132 380 177
07;Finances et comptes publics;220;Statistiques et études économiques;02;Information sur les entreprises et synthèses économiques;;50 153 055;2 690 647;;97 017;;;52 940 719
07;Finances et comptes publics;220;Statistiques et études économiques;03;Information démographique et sociale;;61 283 960;6 951 329;;294 934;;;68 530 223
07;Finances et comptes publics;220;Statistiques et études économiques;05;Soutien;;103 835 746;38 340 771;;1 099 362;13 000;;143 288 879
07;Finances et comptes publics;220;Statistiques et études économiques;06;Action régionale;;53 515 353;566 552;;;;;54 081 905
07;Finances et comptes publics;221;Stratégie des finances publiques et modernisation de l'État;02;Politique des finances publiques et analyse de la performance des politiques publiques;;0;0;;;;;0
07;Finances et comptes publics;221;Stratégie des finances publiques et modernisation de l'État;05;Information financière de l'Etat;;0;0;;0;;;0
07;Finances et comptes publics;221;Stratégie des finances publiques et modernisation de l'État;06;Systèmes d'information et production de la paye;;0;0;;0;;;0
07;Finances et comptes publics;221;Stratégie des finances publiques et modernisation de l'État;07;Politique de la fonction publique et modernisation de la gestion des ressources humaines;;0;0;;;;;0
07;Finances et comptes publics;221;Stratégie des finances publiques et modernisation de l'État;08;Régulation des jeux;;0;0;;0;;;0
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;;451 461 649;16 037 189;;2 913 504;0;;470 412 342
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;;103 487 680;20 553 105;;21 578 209;;;145 618 994
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;04;Promotion des échanges internationaux et qualité du dédouanement;;209 581 907;470 373;;0;;;210 052 280
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;05;Fiscalité douanière, énergétique et environnementale;;139 065 838;706 073;;34 258;218 009 417;;357 815 586
07;Finances et comptes publics;302;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;;233 183 092;132 809 581;;22 442 657;1 160 897;;389 596 227
07;Finances et comptes publics;305;Stratégie économique et fiscale;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;63 126 234;290 862 434;;;899 218;;354 887 886
07;Finances et comptes publics;305;Stratégie économique et fiscale;02;Développement international de l'économie française;;70 164 541;13 832 195;;266 905;;1 494;84 265 135
07;Finances et comptes publics;305;Stratégie économique et fiscale;03;Elaboration de la législation fiscale;;14 954 164;;;;;;14 954 164
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;02;Contrôles réglementaires;;;9 953 550;;103 681;;;10 057 231
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;03;Audits, expertises, diagnostics;;;2 212 657;;924 696;;;3 137 353
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;04;Maintenance préventive;;;26 795 253;;1 175 758;;;27 971 011
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;05;Maintenance corrective;;;17 006 165;;7 264 545;2 434;;24 273 144
07;Finances et comptes publics;309;Entretien des bâtiments de l'État;06;Travaux lourds - Mise en conformité et remise en état;;;22 547 109;;55 745 367;163 841;;78 456 317
07;Finances et comptes publics;336;Dotation en capital du Mécanisme européen de stabilité;01;Dotation en capital du Mécanisme européen de stabilité;;;0;;;;;0
07;Finances et comptes publics;338;Augmentation de capital de la Banque européenne d'investissement;01;Augmentation de capital de la Banque européenne d'investissement;;;;;;;0;0
07;Finances et comptes publics;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;01;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;;;0;;;29 853 000;;29 853 000
07;Finances et comptes publics;501;Présidence de la République;01;Présidence de la République;100 000 000;;;;;;;100 000 000
07;Finances et comptes publics;511;Assemblée nationale;01;Assemblée nationale;517 890 000;;;;;;;517 890 000
07;Finances et comptes publics;521;Sénat;01;Sénat;0;;;;;;;0
07;Finances et comptes publics;521;Sénat;02;Jardin du Luxembourg;323 584 600;;;;;;;323 584 600
07;Finances et comptes publics;531;Conseil constitutionnel;01;Conseil constitutionnel;10 190 000;;;;;;;10 190 000
07;Finances et comptes publics;533;Cour de justice de la République;01;Cour de justice de la République;861 500;;;;;;;861 500
07;Finances et comptes publics;541;La Chaîne parlementaire;01;La Chaîne parlementaire - Assemblée nationale;16 641 162;;;;;;;16 641 162
07;Finances et comptes publics;541;La Chaîne parlementaire;02;Public Sénat;18 848 000;;;;;;;18 848 000
07;Finances et comptes publics;551;Provision relative aux rémunérations publiques;01;Provision relative aux rémunérations publiques;;0;;;;;;0
07;Finances et comptes publics;552;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles;;;0;;;;;0
09;Intérieur;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;4 398 195;;;3 037 243;;7 435 438
09;Intérieur;104;Intégration et accès à la nationalité française;12;Accompagnement des étrangers primo-arrivants;;;3 195 199;;;29 151 531;;32 346 730
09;Intérieur;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;;;1 586 328;;;88 224;;1 674 552
09;Intérieur;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;149 511;;;18 018 003;;18 167 514
09;Intérieur;122;Concours spécifiques et administration;01;Aides exceptionnelles aux collectivités territoriales;;;0;;;145 913 714;;145 913 714
09;Intérieur;122;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;;;-1 344 507;;638 869;440 000;;-265 638
09;Intérieur;122;Concours spécifiques et administration;03;Dotation générale de décentralisation;;;0;;;0;;0
09;Intérieur;122;Concours spécifiques et administration;04;Dotations Outre-Mer;;;;;;150 343 635;;150 343 635
09;Intérieur;152;Gendarmerie nationale;01;Ordre et sécurité publics;;3 184 691 232;82 304;;13 223;0;;3 184 786 759
09;Intérieur;152;Gendarmerie nationale;02;Sécurité routière;;727 435 980;;;;;;727 435 980
09;Intérieur;152;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;;1 917 032 141;657;;;;;1 917 032 798
09;Intérieur;152;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;;946 134 654;1 128 513 679;-1 217;101 292 329;8 799 089;;2 184 738 534
09;Intérieur;152;Gendarmerie nationale;05;Exercice des missions militaires;;133 328 721;;;;;;133 328 721
09;Intérieur;161;Sécurité civile;11;Prévention et gestion de crises;;9 101 095;11 609 208;;9 469 522;2 267 997;;32 447 822
09;Intérieur;161;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;;150 037 616;87 643 987;;6 929 471;0;;244 611 074
09;Intérieur;161;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;2 231 250;31 197 959;;3 603 536;101 068 765;2 799 234;140 900 744
09;Intérieur;161;Sécurité civile;14;Fonctionnement, soutien et logistique;;2 751 659;2 877 598;;0;40 700;;5 669 957
09;Intérieur;176;Police nationale;01;Ordre public et protection de la souveraineté;;1 288 475 497;14 070;;;0;;1 288 489 567
09;Intérieur;176;Police nationale;02;Sécurité et paix publiques;;2 880 029 236;;;;0;;2 880 029 236
09;Intérieur;176;Police nationale;03;Sécurité routière;;437 413 345;;;;0;;437 413 345
09;Intérieur;176;Police nationale;04;Police des étrangers et sûreté des transports internationaux;;737 885 703;6 941;;;;;737 892 644
09;Intérieur;176;Police nationale;05;Missions de police judiciaire et concours à la justice;;2 519 501 273;0;;;;;2 519 501 273
09;Intérieur;176;Police nationale;06;Commandement, ressources humaines et logistique;;829 410 596;786 071 405;0;168 175 022;55 585 062;-1 797;1 839 240 288
09;Intérieur;207;Sécurité et éducation routières;01;Observation, prospective, réglementation et soutien au programme;;0;1 640 963;;0;970 757;;2 611 720
09;Intérieur;207;Sécurité et éducation routières;02;Démarches interministérielles et communication;;;15 214 016;;19 800;3 811 043;;19 044 859
09;Intérieur;207;Sécurité et éducation routières;03;Éducation routière;;;12 632 301;;1 407 393;3 909 629;;17 949 323
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;306 325 747;25 347 668;;169 647;123 850;;331 966 912
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication;;;46 493 703;;6 675 556;;;53 169 259
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;5 199;36 195 931;;12 565;935;;36 214 630
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières;;;123 872 888;;2 936 998;;;126 809 886
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses;;0;97 888 995;;;2 856;0;97 891 851
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;36 468 600;;;;;;36 468 600
09;Intérieur;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;86 111 197;;;;;;86 111 197
09;Intérieur;232;Vie politique, cultuelle et associative;01;Financement des partis;;;;;;63 094 728;;63 094 728
09;Intérieur;232;Vie politique, cultuelle et associative;02;Organisation des élections;;5 883 430;172 144 033;;1 960 080;15 487 641;;195 475 184
09;Intérieur;232;Vie politique, cultuelle et associative;03;Commission nationale des comptes de campagne et des financements politiques;;4 146 231;2 512 053;;;;;6 658 284
09;Intérieur;232;Vie politique, cultuelle et associative;04;Cultes;;;145 007;;547 790;1 694 244;;2 387 041
09;Intérieur;232;Vie politique, cultuelle et associative;05;Vie associative;;;92 115;;1 879;52 750;;146 744
09;Intérieur;303;Immigration et asile;01;Circulation des étrangers et politique des visas;;;1 010 742;;;5 000;;1 015 742
09;Intérieur;303;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;50 219 345;;;445 679 713;;495 899 058
09;Intérieur;303;Immigration et asile;03;Lutte contre l'immigration irrégulière;;;64 089 390;0;9 250 689;20 609 795;;93 949 874
09;Intérieur;303;Immigration et asile;04;Soutien;;;24 073 762;;2 747 080;207 032;;27 027 874
09;Intérieur;307;Administration territoriale;01;Coordination de la sécurité des personnes et des biens;;200 444 479;;;-482;;;200 443 997
09;Intérieur;307;Administration territoriale;02;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;643 290 016;22 020 335;;126 176;31 523 672;;696 960 199
09;Intérieur;307;Administration territoriale;03;Contrôle de légalité et conseil aux collectivités territoriales;;167 346 296;3 993;;-191;;;167 350 098
09;Intérieur;307;Administration territoriale;04;Pilotage territorial des politiques gouvernementales;;435 451 835;20 621 117;-963;3 906 171;2 024 453;;462 002 613
09;Intérieur;307;Administration territoriale;05;Animation et soutien du réseau;;64 279 981;128 614 406;963;32 533 112;106 184;0;225 534 646
10;Justice;101;Accès au droit et à la justice;01;Aide juridictionnelle;;;75 951;;;313 655 575;;313 731 526
10;Justice;101;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;68 545;;;5 431 466;;5 500 011
10;Justice;101;Accès au droit et à la justice;03;Aide aux victimes;;;15 702;;;15 313 608;;15 329 310
10;Justice;101;Accès au droit et à la justice;04;Médiation familiale et espaces de rencontre;;;0;;;4 165 171;;4 165 171
10;Justice;101;Accès au droit et à la justice;05;Indemnisation des avoués;;;;;;0;;0
10;Justice;107;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;1 557 037 508;164 471 729;;306 554 760;2 423 982;;2 030 487 979
10;Justice;107;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;326 636 886;547 811 080;;2 889 499;101 553 911;;978 891 376
10;Justice;107;Administration pénitentiaire;04;Soutien et formation;;220 679 216;89 153 482;;1 945 101;1 058 577;300;312 836 676
10;Justice;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;865 695 016;55 728 219;;;0;;921 423 235
10;Justice;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;715 531 965;252 766 115;0;0;0;;968 298 080
10;Justice;166;Justice judiciaire;03;Cassation;;58 173 794;1 456;;;0;;58 175 250
10;Justice;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;;12 261 313;2 613;;;;;12 263 926
10;Justice;166;Justice judiciaire;06;Soutien;;377 555 836;470 524 683;;140 656 223;3 210 268;;991 947 010
10;Justice;166;Justice judiciaire;07;Formation;;84 405 529;29 221 230;;;0;;113 626 759
10;Justice;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;;23 652 298;;;;0;;23 652 298
10;Justice;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;360 393 657;269 616 357;0;11 655 844;3 891 272;;645 557 130
10;Justice;182;Protection judiciaire de la jeunesse;03;Soutien;;86 530 016;16 949 937;0;1 160 095;5 650;;104 645 698
10;Justice;182;Protection judiciaire de la jeunesse;04;Formation;;15 180 819;9 460 558;;70 193;2 708;;24 714 278
10;Justice;310;Conduite et pilotage de la politique de la justice;01;État major;;9 197 961;893 356;;;270 692;;10 362 009
10;Justice;310;Conduite et pilotage de la politique de la justice;02;Activité normative;;24 025 612;;;;0;;24 025 612
10;Justice;310;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;;14 048 532;421 788;;;151 740;;14 622 060
10;Justice;310;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;;50 092 619;64 471 158;;913 030;237 430;;115 714 237
10;Justice;310;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;21 884 184;92 303 775;;5 381 617;0;;119 569 576
10;Justice;310;Conduite et pilotage de la politique de la justice;10;Action sociale ministérielle;;13 397 190;22 733 708;;25 677;;;36 156 575
10;Justice;335;Conseil supérieur de la magistrature;01;Conseil supérieur de la magistrature;;2 334 957;1 567 159;;0;;923;3 903 039
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;01;Attractivité économique et compétitivité des territoires;;;7 236 707;;;52 748 821;;59 985 528
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;02;Développement solidaire et équilibré des territoires;;;2 010 679;;104 612;145 728 504;;147 843 795
12;Services du Premier ministre;112;Impulsion et coordination de la politique d'aménagement du territoire;04;Instruments de pilotage et d'étude;;20 755 126;11 139 256;;111 998;9 604 583;;41 610 963
12;Services du Premier ministre;115;Action audiovisuelle extérieure;01;Audiovisuel extérieur de la France (AEF);;;;;;0;;0
12;Services du Premier ministre;115;Action audiovisuelle extérieure;02;TV5 Monde;;;;;;0;;0
12;Services du Premier ministre;126;Conseil économique, social et environnemental;01;Représentation des activités économiques et sociales;;0;0;;;0;;0
12;Services du Premier ministre;126;Conseil économique, social et environnemental;02;Fonctionnement de l'institution;;0;5 637 082;;0;;;5 637 082
12;Services du Premier ministre;126;Conseil économique, social et environnemental;03;Communication et international;;34 067 230;0;;;;;34 067 230
12;Services du Premier ministre;129;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;68 993 252;49 651 744;;20 777;7 911 977;-22 001 826;104 575 924
12;Services du Premier ministre;129;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;61 995 478;160 524 124;;11 534 157;1 899 303;;235 953 062
12;Services du Premier ministre;129;Coordination du travail gouvernemental;03;Coordination de la politique européenne;;10 480 628;5 432 552;;;;;15 913 180
12;Services du Premier ministre;129;Coordination du travail gouvernemental;10;Soutien;;38 237 655;49 344 878;;2 235 596;1 276 000;-17 998 174;73 095 955
12;Services du Premier ministre;129;Coordination du travail gouvernemental;11;Stratégie et prospective;;13 808 158;6 831 971;;0;5 902 673;;26 542 802
12;Services du Premier ministre;129;Coordination du travail gouvernemental;13;Ordre de la Légion d'honneur;;;24 062 221;;;3 000;3 050 000;27 115 221
12;Services du Premier ministre;129;Coordination du travail gouvernemental;14;Ordre de la Libération;;;1 350 937;;;;5 465 000;6 815 937
12;Services du Premier ministre;129;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;2 048 311;13 101 417;;3 543 421;13 555 111;;32 248 260
12;Services du Premier ministre;147;Politique de la ville;01;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;;;0;;;303 046 756;;303 046 756
12;Services du Premier ministre;147;Politique de la ville;02;Revitalisation économique et emploi;;;23 698 198;;;69 104 556;;92 802 754
12;Services du Premier ministre;147;Politique de la ville;03;Stratégie, ressources et évaluation;;1 497 870;5 033 154;;;6 049 230;;12 580 254
12;Services du Premier ministre;147;Politique de la ville;04;Rénovation urbaine et amélioration du cadre de vie;;;;;;907 571;;907 571
12;Services du Premier ministre;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;;1 564 796;711 930;;;100 017 483;;102 294 209
12;Services du Premier ministre;158;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;02;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;;;284 953;;;52 270 000;;52 554 953
12;Services du Premier ministre;162;Interventions territoriales de l'État;02;Eau - Agriculture en Bretagne;;;1 162 750;;19 779;-1 723 144;;-540 615
12;Services du Premier ministre;162;Interventions territoriales de l'État;04;Programme exceptionnel d'investissements en faveur de la Corse;;;15 635;;0;33 254 410;;33 270 045
12;Services du Premier ministre;162;Interventions territoriales de l'État;06;Plan gouvernemental sur le Marais Poitevin - Poitou Charentes;;;33 787;;0;3 169 114;;3 202 901
12;Services du Premier ministre;162;Interventions territoriales de l'État;08;Plan chlordécone en Martinique et en Guadeloupe;;;972 303;;;3 133 614;;4 105 917
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;21;Examen des comptes publics;;37 133 151;1 297 560;;;;;38 430 711
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques;;15 106 927;;;;;;15 106 927
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;23;Contrôle des gestions publiques;;56 905 180;;;;;;56 905 180
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;24;Evaluation des politiques publiques;;33 209 820;;;;;;33 209 820
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;25;Information des citoyens;;7 299 261;;;;0;;7 299 261
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;;4 630 129;;;;;;4 630 129
12;Services du Premier ministre;164;Cour des comptes et autres juridictions financières;27;Pilotage et soutien des juridictions financières;;27 298 275;24 776 261;;2 436 696;43 974;;54 555 206
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;01;Fonction juridictionnelle : Conseil d'État;;27 432 774;1 356;;;;;27 434 130
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;02;Fonction juridictionnelle : Cours administratives d'appel;;49 885 619;623;;0;;;49 886 242
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs;;152 115 161;13 516;;;;;152 128 677
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;04;Fonction consultative;;13 262 032;;;;;;13 262 032
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;;9 420 438;;;;;;9 420 438
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;06;Soutien;;38 398 544;55 858 769;;5 991 679;0;;100 248 992
12;Services du Premier ministre;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;20 486 049;648;;;;;20 486 697
12;Services du Premier ministre;308;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;12 716 435;4 454 352;;0;7 402;;17 178 189
12;Services du Premier ministre;308;Protection des droits et libertés;03;Conseil supérieur de l'audiovisuel;;0;-35 856;;-130 123;37 792 612;;37 626 633
